directorio;secuencia_p;orden;p6020;p6040;mes;area;clase;DPTO;fex_c_2011
5166495;1;1;1;68;04; ;1;19;1928,2831099578
5166495;1;2;2;67;04; ;1;19;1928,2831099578
5166495;1;3;1;44;04; ;1;19;1928,2831099578
5166495;1;4;2;7;04; ;1;19;1928,2831099578
5166496;1;1;1;67;04; ;1;19;1740,67480498133
5166496;1;2;2;56;04; ;1;19;1740,67480498133
5166496;1;3;1;28;04; ;1;19;1740,67480498133
5166542;1;1;2;43;04; ;1;20;1535,95694279406
5166542;1;2;2;10;04; ;1;20;1535,95694279406
5166542;1;3;2;27;04; ;1;20;1535,95694279406
5166542;1;4;2;25;04; ;1;20;1535,95694279406
5166542;1;5;2;6;04; ;1;20;1535,95694279406
5166543;1;1;1;36;04; ;1;20;3159,8060260632
5166543;1;2;2;25;04; ;1;20;3159,8060260632
5166543;1;3;2;8;04; ;1;20;3159,8060260632
5166543;1;4;1;5;04; ;1;20;3159,8060260632
5166544;1;1;1;54;04; ;1;20;2657,10344565483
5166544;1;2;2;48;04; ;1;20;2657,10344565483
5166544;1;3;2;17;04; ;1;20;2657,10344565483
5166544;1;4;2;27;04; ;1;20;2657,10344565483
5166544;1;5;1;2;04; ;1;20;2657,10344565483
5166545;1;1;2;49;04; ;1;20;2760,46426787245
5166545;1;2;1;45;04; ;1;20;2760,46426787245
5166545;1;3;2;9;04; ;1;20;2760,46426787245
5166546;1;1;2;66;04; ;1;20;3061,93886193924
5166546;1;2;1;45;04; ;1;20;3061,93886193924
5166546;1;3;2;29;04; ;1;20;3061,93886193924
5166546;1;4;1;11;04; ;1;20;3061,93886193924
5166546;1;5;2;10;04; ;1;20;3061,93886193924
5166546;1;6;2;2;04; ;1;20;3061,93886193924
5166546;1;7;1;0;04; ;1;20;3061,93886193924
5166547;1;1;1;60;04; ;1;20;3074,29444299001
5166547;1;2;1;32;04; ;1;20;3074,29444299001
5166547;1;3;1;28;04; ;1;20;3074,29444299001
5166549;1;1;1;65;04; ;1;20;1662,97645798813
5166549;1;2;2;69;04; ;1;20;1662,97645798813
5166551;1;1;1;50;04; ;1;20;3081,7634597392
5166551;1;2;2;36;04; ;1;20;3081,7634597392
5166551;1;3;2;17;04; ;1;20;3081,7634597392
5166551;1;4;1;13;04; ;1;20;3081,7634597392
5166553;1;1;1;69;04; ;1;20;2450,38732127019
5166554;1;1;1;47;04; ;1;20;3516,88801886244
5166554;1;2;1;20;04; ;1;20;3516,88801886244
5166554;1;3;1;17;04; ;1;20;3516,88801886244
5166555;1;1;1;56;04; ;1;20;2450,38732127019
5166557;1;1;1;47;04; ;1;20;2869,60408509586
5166557;1;2;2;51;04; ;1;20;2869,60408509586
5166557;1;3;1;5;04; ;1;20;2869,60408509586
5166558;1;1;1;54;04; ;1;20;3159,8060260632
5166558;1;2;2;32;04; ;1;20;3159,8060260632
5166558;1;3;1;8;04; ;1;20;3159,8060260632
5166558;1;4;2;1;04; ;1;20;3159,8060260632
5166562;1;1;1;79;04; ;1;20;1849,00946867728
5166562;1;2;2;43;04; ;1;20;1849,00946867728
5166563;1;1;2;27;04; ;1;20;2956,99228242671
5166563;1;2;1;7;04; ;1;20;2956,99228242671
5166563;1;3;1;2;04; ;1;20;2956,99228242671
5166564;1;1;2;23;04; ;1;20;3461,29504188424
5166564;1;2;1;25;04; ;1;20;3461,29504188424
5166564;1;3;2;0;04; ;1;20;3461,29504188424
5166564;1;4;2;27;04; ;1;20;3461,29504188424
5166564;1;5;1;30;04; ;1;20;3461,29504188424
5166565;1;1;2;78;04; ;1;20;1719,44237261611
5166565;1;2;2;58;04; ;1;20;1719,44237261611
5166565;1;3;1;23;04; ;1;20;1719,44237261611
5166565;1;4;1;25;04; ;1;20;1719,44237261611
5166567;1;1;2;70;04; ;1;20;2284,22931621595
5166567;1;2;1;50;04; ;1;20;2284,22931621595
5166574;1;1;1;34;04; ;1;20;3258,48129824774
5166574;1;2;2;34;04; ;1;20;3258,48129824774
5166574;1;3;2;13;04; ;1;20;3258,48129824774
5166574;1;4;1;9;04; ;1;20;3258,48129824774
5166575;1;1;2;25;04; ;1;20;2470,2623269051
5166575;1;2;1;25;04; ;1;20;2470,2623269051
5166576;1;1;1;56;04; ;1;20;2248,35122686804
5166576;1;2;2;50;04; ;1;20;2248,35122686804
5166576;1;3;1;7;04; ;1;20;2248,35122686804
5166577;1;1;1;45;04; ;1;20;3159,8060260632
5166577;1;2;2;32;04; ;1;20;3159,8060260632
5166577;1;3;2;8;04; ;1;20;3159,8060260632
5166577;1;4;1;6;04; ;1;20;3159,8060260632
5166578;1;1;1;34;04; ;1;20;3159,8060260632
5166578;1;2;2;32;04; ;1;20;3159,8060260632
5166578;1;3;1;8;04; ;1;20;3159,8060260632
5166578;1;4;2;1;04; ;1;20;3159,8060260632
5166579;1;1;1;57;04; ;1;20;2071,6333883595
5166579;1;2;2;48;04; ;1;20;2071,6333883595
5166579;1;3;1;13;04; ;1;20;2071,6333883595
5166580;1;1;1;58;04; ;1;20;2895,63516063462
5166580;1;2;1;19;04; ;1;20;2895,63516063462
5166580;1;3;1;17;04; ;1;20;2895,63516063462
5166581;1;1;1;30;04; ;1;20;2760,46426787245
5166581;1;2;2;26;04; ;1;20;2760,46426787245
5166581;1;3;2;4;04; ;1;20;2760,46426787245
5166582;1;1;1;42;04; ;1;20;3268,94584328662
5166582;1;2;2;29;04; ;1;20;3268,94584328662
5166582;1;3;1;8;04; ;1;20;3268,94584328662
5166582;1;4;1;4;04; ;1;20;3268,94584328662
5166583;1;1;1;50;04; ;1;20;3905,76523201432
5166583;1;2;1;17;04; ;1;20;3905,76523201432
5166583;1;3;2;16;04; ;1;20;3905,76523201432
5166583;1;4;1;13;04; ;1;20;3905,76523201432
5166586;1;1;1;57;04; ;1;20;2931,83992424952
5166586;1;2;2;60;04; ;1;20;2931,83992424952
5166586;1;3;2;34;04; ;1;20;2931,83992424952
5166586;1;4;1;12;04; ;1;20;2931,83992424952
5166586;1;5;1;17;04; ;1;20;2931,83992424952
5166586;1;6;1;14;04; ;1;20;2931,83992424952
5166586;1;7;1;13;04; ;1;20;2931,83992424952
5166586;1;8;1;11;04; ;1;20;2931,83992424952
5166586;1;9;2;9;04; ;1;20;2931,83992424952
5166586;1;10;2;8;04; ;1;20;2931,83992424952
5166588;1;1;1;31;04; ;1;20;3159,8060260632
5166588;1;2;2;29;04; ;1;20;3159,8060260632
5166588;1;3;2;7;04; ;1;20;3159,8060260632
5166588;1;4;1;1;04; ;1;20;3159,8060260632
5166589;1;1;1;67;04; ;1;20;1662,97645798813
5166589;1;2;2;62;04; ;1;20;1662,97645798813
5166590;1;1;1;28;04; ;1;20;2869,60408509586
5166590;1;2;2;27;04; ;1;20;2869,60408509586
5166590;1;3;1;3;04; ;1;20;2869,60408509586
5166592;1;1;1;48;04; ;1;20;2859,13954005699
5166592;1;2;2;39;04; ;1;20;2859,13954005699
5166592;1;3;2;15;04; ;1;20;2859,13954005699
5166593;1;1;1;38;04; ;1;20;2760,46426787245
5166593;1;2;2;27;04; ;1;20;2760,46426787245
5166593;1;3;2;8;04; ;1;20;2760,46426787245
5166595;1;1;1;38;04; ;1;20;2481,53498000456
5166595;1;2;2;40;04; ;1;20;2481,53498000456
5166595;1;3;1;11;04; ;1;20;2481,53498000456
5166595;1;4;1;3;04; ;1;20;2481,53498000456
5166595;1;5;2;61;04; ;1;20;2481,53498000456
5166596;1;1;1;42;04; ;1;20;2460,60588992681
5166596;1;2;2;39;04; ;1;20;2460,60588992681
5166596;1;3;2;17;04; ;1;20;2460,60588992681
5166596;1;4;2;14;04; ;1;20;2460,60588992681
5166596;1;5;2;64;04; ;1;20;2460,60588992681
5166599;1;1;2;31;04; ;1;20;1956,27267164304
5166599;1;2;2;28;04; ;1;20;1956,27267164304
5166599;1;3;1;5;04; ;1;20;1956,27267164304
5166603;1;1;1;47;04; ;1;20;3072,41782873236
5166603;1;2;2;4;04; ;1;20;3072,41782873236
5166603;1;3;1;52;04; ;1;20;3072,41782873236
5166603;1;4;2;49;04; ;1;20;3072,41782873236
5166610;1;1;1;57;04; ;1;20;1379,84330931905
5166610;1;2;2;52;04; ;1;20;1379,84330931905
5166610;1;3;2;31;04; ;1;20;1379,84330931905
5166614;1;1;1;27;04; ;1;20;3071,64017949801
5166617;1;1;1;63;04; ;1;20;2237,88668182917
5166617;1;2;2;47;04; ;1;20;2237,88668182917
5166617;1;3;2;16;04; ;1;20;2237,88668182917
5166621;1;1;1;50;04; ;1;20;1379,84330931905
5166621;1;2;2;48;04; ;1;20;1379,84330931905
5166621;1;3;1;15;04; ;1;20;1379,84330931905
5166621;1;4;2;75;04; ;1;20;1379,84330931905
5166621;1;5;2;92;04; ;1;20;1379,84330931905
5166624;1;1;1;42;04; ;1;20;3849,39460580177
5166624;1;2;2;21;04; ;1;20;3849,39460580177
5166624;1;3;2;12;04; ;1;20;3849,39460580177
5166626;1;1;2;43;04; ;1;20;1982,39903559723
5166626;1;2;2;21;04; ;1;20;1982,39903559723
5166626;1;3;1;12;04; ;1;20;1982,39903559723
5166626;1;4;2;70;04; ;1;20;1982,39903559723
5166630;1;1;2;26;04; ;1;20;3273,290128522
5166630;1;2;1;26;04; ;1;20;3273,290128522
5166630;1;3;2;7;04; ;1;20;3273,290128522
5166630;1;4;2;3;04; ;1;20;3273,290128522
5166630;1;5;1;22;04; ;1;20;3273,290128522
5166633;1;1;2;33;04; ;1;20;3258,48129824774
5166633;1;2;1;4;04; ;1;20;3258,48129824774
5166633;1;3;1;28;04; ;1;20;3258,48129824774
5166633;1;4;2;18;04; ;1;20;3258,48129824774
5166689;1;1;1;39;04; ;1;50;615,355706606862
5166690;1;1;1;56;04; ;1;50;606,038637500539
5166690;1;2;2;86;04; ;1;50;606,038637500539
5166690;1;3;2;59;04; ;1;50;606,038637500539
5166691;1;1;1;24;04; ;1;50;720,671617267258
5166691;1;2;2;21;04; ;1;50;720,671617267258
5166691;1;3;1;6;04; ;1;50;720,671617267258
5166691;1;4;2;3;04; ;1;50;720,671617267258
5166692;1;1;2;63;04; ;1;50;561,568660307032
5166693;1;1;2;41;04; ;1;50;696,52382561648
5166693;1;2;1;47;04; ;1;50;696,52382561648
5166693;1;3;2;22;04; ;1;50;696,52382561648
5166693;1;4;2;14;04; ;1;50;696,52382561648
5166694;1;1;1;19;04; ;1;50;597,196711923848
5166694;1;2;2;20;04; ;1;50;597,196711923848
5166694;1;3;2;1;04; ;1;50;597,196711923848
5166695;1;1;2;31;04; ;1;50;875,551562067015
5166695;1;2;1;11;04; ;1;50;875,551562067015
5166695;1;3;1;6;04; ;1;50;875,551562067015
5166696;1;1;2;79;04; ;1;50;547,365159690573
5166696;1;2;2;34;04; ;1;50;547,365159690573
5166704;1;1;1;28;04; ;1;50;558,687889902983
5166704;1;2;2;25;04; ;1;50;558,687889902983
5166704;1;3;2;0;04; ;1;50;558,687889902983
5166705;1;1;1;38;04; ;1;50;758,109420530394
5166705;1;2;2;31;04; ;1;50;758,109420530394
5166705;1;3;2;14;04; ;1;50;758,109420530394
5166705;1;4;1;3;04; ;1;50;758,109420530394
5166705;1;5;2;52;04; ;1;50;758,109420530394
5166706;1;1;1;57;04; ;1;50;877,783225606733
5166706;1;2;2;43;04; ;1;50;877,783225606733
5166706;1;3;1;8;04; ;1;50;877,783225606733
5166707;1;1;1;78;04; ;1;50;687,27522919016
5166707;1;2;2;78;04; ;1;50;687,27522919016
5166708;1;1;1;50;04; ;1;50;465,393540017139
5166708;1;2;2;44;04; ;1;50;465,393540017139
5166708;1;3;1;16;04; ;1;50;465,393540017139
5166708;1;4;2;11;04; ;1;50;465,393540017139
5166708;1;5;2;6;04; ;1;50;465,393540017139
5166710;1;1;1;56;04; ;1;50;959,605084943894
5166710;1;2;2;53;04; ;1;50;959,605084943894
5166710;1;3;2;34;04; ;1;50;959,605084943894
5166710;1;4;1;9;04; ;1;50;959,605084943894
5166710;1;5;1;33;04; ;1;50;959,605084943894
5166710;1;6;1;5;04; ;1;50;959,605084943894
5166712;1;1;1;48;04; ;1;50;615,355706606862
5166713;1;1;2;71;04; ;1;50;561,568660307032
5166714;1;1;2;41;04; ;1;50;555,543665917598
5166714;1;2;1;50;04; ;1;50;555,543665917598
5166714;1;3;1;21;04; ;1;50;555,543665917598
5166714;1;4;2;21;04; ;1;50;555,543665917598
5166714;1;5;2;0;04; ;1;50;555,543665917598
5166715;1;1;2;23;04; ;1;50;813,965967153102
5166715;1;2;1;6;04; ;1;50;813,965967153102
5166716;1;1;1;28;04; ;1;50;601,152205990403
5166716;1;2;2;48;04; ;1;50;601,152205990403
5166717;1;1;1;60;04; ;1;50;754,308320263322
5166717;1;2;2;51;04; ;1;50;754,308320263322
5166718;1;1;2;46;04; ;1;50;628,601751380194
5166719;1;1;2;27;04; ;1;50;824,721528268593
5166719;1;2;1;11;04; ;1;50;824,721528268593
5166719;1;3;1;7;04; ;1;50;824,721528268593
5166719;1;4;1;21;04; ;1;50;824,721528268593
5166720;1;1;1;44;04; ;1;50;601,152205990403
5166720;1;2;2;45;04; ;1;50;601,152205990403
5166721;1;1;1;35;04; ;1;50;848,687284324765
5166721;1;2;2;50;04; ;1;50;848,687284324765
5166721;1;3;2;26;04; ;1;50;848,687284324765
5166721;1;4;1;7;04; ;1;50;848,687284324765
5166721;1;5;1;4;04; ;1;50;848,687284324765
5166721;1;6;1;2;04; ;1;50;848,687284324765
5166721;1;7;2;71;04; ;1;50;848,687284324765
5166721;1;8;1;33;04; ;1;50;848,687284324765
5166722;1;1;2;27;04; ;1;50;752,076656723605
5166722;1;2;1;6;04; ;1;50;752,076656723605
5166723;1;1;1;24;04; ;1;50;763,135933354679
5166723;1;2;2;21;04; ;1;50;763,135933354679
5166723;1;3;1;0;04; ;1;50;763,135933354679
5166724;1;1;2;23;04; ;1;50;648,02674572227
5166724;1;2;2;1;04; ;1;50;648,02674572227
5166726;1;1;1;32;04; ;1;50;558,687889902983
5166726;1;2;2;36;04; ;1;50;558,687889902983
5166726;1;3;2;7;04; ;1;50;558,687889902983
5166731;1;1;2;62;04; ;1;50;687,27522919016
5166731;1;2;1;72;04; ;1;50;687,27522919016
5166734;1;1;1;63;04; ;1;50;703,478286464899
5166734;1;2;2;54;04; ;1;50;703,478286464899
5166734;1;3;1;13;04; ;1;50;703,478286464899
5166735;1;1;2;55;04; ;1;50;534,119114917241
5166735;1;2;1;53;04; ;1;50;534,119114917241
5166737;1;1;1;34;04; ;1;50;558,687889902983
5166737;1;2;2;27;04; ;1;50;558,687889902983
5166737;1;3;2;5;04; ;1;50;558,687889902983
5166739;1;1;2;25;04; ;1;50;875,551562067015
5166739;1;2;1;9;04; ;1;50;875,551562067015
5166739;1;3;1;2;04; ;1;50;875,551562067015
5166742;1;1;1;46;04; ;1;50;550,32217219198
5166742;1;2;2;48;04; ;1;50;550,32217219198
5166742;1;3;1;15;04; ;1;50;550,32217219198
5166743;1;1;1;57;04; ;1;50;756,385590003556
5166743;1;2;2;50;04; ;1;50;756,385590003556
5166743;1;3;1;22;04; ;1;50;756,385590003556
5166743;1;4;2;21;04; ;1;50;756,385590003556
5166743;1;5;2;17;04; ;1;50;756,385590003556
5166743;1;6;2;9;04; ;1;50;756,385590003556
5166747;1;1;1;50;04; ;1;50;648,612013369811
5166747;1;2;2;43;04; ;1;50;648,612013369811
5166747;1;3;1;8;04; ;1;50;648,612013369811
5166747;1;4;2;19;04; ;1;50;648,612013369811
5166747;1;5;2;2;04; ;1;50;648,612013369811
5166747;1;6;2;73;04; ;1;50;648,612013369811
5166751;1;1;1;79;04; ;1;50;588,14309639886
5166751;1;2;2;71;04; ;1;50;588,14309639886
5166751;1;3;2;31;04; ;1;50;588,14309639886
5166751;1;4;2;11;04; ;1;50;588,14309639886
5166751;1;5;2;8;04; ;1;50;588,14309639886
5166752;1;1;1;77;04; ;1;50;673,071728573701
5166752;1;2;2;73;04; ;1;50;673,071728573701
5166752;1;3;2;51;04; ;1;50;673,071728573701
5166753;1;1;1;46;04; ;1;50;724,627111333814
5166753;1;2;2;43;04; ;1;50;724,627111333814
5166753;1;3;1;11;04; ;1;50;724,627111333814
5166754;1;1;2;30;04; ;1;50;711,844004175902
5166754;1;2;1;57;04; ;1;50;711,844004175902
5166754;1;3;2;0;04; ;1;50;711,844004175902
5166755;1;1;1;36;04; ;1;50;473,759257728142
5166755;1;2;2;29;04; ;1;50;473,759257728142
5166755;1;3;2;11;04; ;1;50;473,759257728142
5166755;1;4;2;4;04; ;1;50;473,759257728142
5166755;1;5;2;0;04; ;1;50;473,759257728142
5166756;1;1;2;49;04; ;1;50;601,152205990403
5166756;1;2;1;30;04; ;1;50;601,152205990403
5166757;1;1;1;65;04; ;1;50;768,511820879781
5166758;1;1;2;70;04; ;1;50;561,568660307032
5166759;1;1;1;33;04; ;1;50;615,355706606862
5166760;1;1;1;80;04; ;1;50;768,511820879781
5166761;1;1;2;27;04; ;1;50;617,129260831512
5166761;1;2;2;3;04; ;1;50;617,129260831512
5166761;1;3;2;31;04; ;1;50;617,129260831512
5166761;1;4;1;13;04; ;1;50;617,129260831512
5166761;1;5;1;6;04; ;1;50;617,129260831512
5166761;1;6;1;25;04; ;1;50;617,129260831512
5166762;1;1;2;27;04; ;1;50;752,076656723605
5166762;1;2;1;8;04; ;1;50;752,076656723605
5166763;1;1;2;26;04; ;1;50;757,298150449223
5166763;1;2;2;12;04; ;1;50;757,298150449223
5166763;1;3;1;7;04; ;1;50;757,298150449223
5166763;1;4;2;3;04; ;1;50;757,298150449223
5166764;1;1;2;61;04; ;1;50;561,568660307032
5166765;1;1;2;80;04; ;1;50;477,451298213362
5166765;1;2;2;53;04; ;1;50;477,451298213362
5166765;1;3;1;27;04; ;1;50;477,451298213362
5166765;1;4;2;5;04; ;1;50;477,451298213362
5166766;1;1;2;42;04; ;1;50;499,492138393557
5166766;1;2;1;15;04; ;1;50;499,492138393557
5166766;1;3;1;15;04; ;1;50;499,492138393557
5166766;1;4;1;28;04; ;1;50;499,492138393557
5166767;1;1;1;79;04; ;1;50;768,511820879781
5166769;1;1;1;50;04; ;1;50;421,212559205344
5166769;1;2;2;42;04; ;1;50;421,212559205344
5166769;1;3;1;25;04; ;1;50;421,212559205344
5166769;1;4;1;19;04; ;1;50;421,212559205344
5166769;1;5;1;16;04; ;1;50;421,212559205344
5166769;1;6;1;14;04; ;1;50;421,212559205344
5166770;1;1;1;49;04; ;1;50;550,32217219198
5166770;1;2;2;42;04; ;1;50;550,32217219198
5166770;1;3;1;23;04; ;1;50;550,32217219198
5166784;1;1;1;44;04; ;1;50;663,0415164199
5166784;1;2;2;13;04; ;1;50;663,0415164199
5166785;1;1;2;56;04; ;1;50;510,738626508609
5166785;1;2;1;22;04; ;1;50;510,738626508609
5166786;1;1;2;48;04; ;1;50;547,365159690573
5166786;1;2;2;76;04; ;1;50;547,365159690573
5166787;1;1;1;24;04; ;1;50;763,135933354679
5166787;1;2;2;17;04; ;1;50;763,135933354679
5166787;1;3;1;1;04; ;1;50;763,135933354679
5166788;1;1;1;67;04; ;1;50;659,825683800369
5166788;1;2;2;75;04; ;1;50;659,825683800369
5166788;1;3;1;48;04; ;1;50;659,825683800369
5166789;1;1;2;55;04; ;1;50;653,796055947724
5166789;1;2;1;22;04; ;1;50;653,796055947724
5166789;1;3;2;15;04; ;1;50;653,796055947724
5166789;1;4;2;16;04; ;1;50;653,796055947724
5166789;1;5;2;13;04; ;1;50;653,796055947724
5166790;1;1;1;68;04; ;1;50;768,511820879781
5166791;1;1;1;62;04; ;1;50;768,511820879781
5166792;1;1;1;48;04; ;1;50;615,355706606862
5166801;1;1;1;35;04; ;1;50;819,998730959891
5166801;1;2;2;45;04; ;1;50;819,998730959891
5166801;1;3;2;20;04; ;1;50;819,998730959891
5166801;1;4;2;15;04; ;1;50;819,998730959891
5166801;1;5;1;10;04; ;1;50;819,998730959891
5166802;1;1;1;53;04; ;1;50;586,948705373945
5166802;1;2;2;52;04; ;1;50;586,948705373945
5166802;1;3;2;29;04; ;1;50;586,948705373945
5166803;1;1;1;32;04; ;1;50;594,089939086168
5166803;1;2;2;29;04; ;1;50;594,089939086168
5166803;1;3;2;12;04; ;1;50;594,089939086168
5166803;1;4;1;5;04; ;1;50;594,089939086168
5166803;1;5;1;14;04; ;1;50;594,089939086168
5166803;1;6;2;11;04; ;1;50;594,089939086168
5166803;1;7;2;10;04; ;1;50;594,089939086168
5166803;1;8;2;8;04; ;1;50;594,089939086168
5166804;1;1;1;34;04; ;1;50;516,223573815562
5166804;1;2;2;27;04; ;1;50;516,223573815562
5166804;1;3;2;11;04; ;1;50;516,223573815562
5166804;1;4;2;4;04; ;1;50;516,223573815562
5166806;1;1;1;29;04; ;1;50;550,32217219198
5166806;1;2;2;28;04; ;1;50;550,32217219198
5166806;1;3;1;13;04; ;1;50;550,32217219198
5166807;1;1;2;40;04; ;1;50;628,601751380194
5166808;1;1;1;43;04; ;1;50;735,686387964888
5166808;1;2;2;23;04; ;1;50;735,686387964888
5166808;1;3;1;16;04; ;1;50;735,686387964888
5166808;1;4;1;6;04; ;1;50;735,686387964888
5166809;1;1;1;70;04; ;1;50;810,750134533571
5166809;1;2;2;65;04; ;1;50;810,750134533571
5166809;1;3;1;9;04; ;1;50;810,750134533571
5166810;1;1;2;30;04; ;1;50;577,771717581771
5166810;1;2;1;12;04; ;1;50;577,771717581771
5166813;1;1;1;43;04; ;1;50;606,373699716021
5166813;1;2;2;35;04; ;1;50;606,373699716021
5166813;1;3;2;18;04; ;1;50;606,373699716021
5166813;1;4;2;4;04; ;1;50;606,373699716021
5166814;1;1;1;35;04; ;1;50;631,33276144797
5166814;1;2;2;35;04; ;1;50;631,33276144797
5166814;1;3;1;12;04; ;1;50;631,33276144797
5166814;1;4;2;9;04; ;1;50;631,33276144797
5166814;1;5;1;7;04; ;1;50;631,33276144797
5166815;1;1;2;73;04; ;1;50;561,568660307032
5166816;1;1;2;24;04; ;1;50;690,491061809691
5166817;1;1;2;64;04; ;1;50;510,738626508609
5166817;1;2;1;12;04; ;1;50;510,738626508609
5166818;1;1;1;63;04; ;1;50;768,511820879781
5166819;1;1;2;57;04; ;1;50;687,27522919016
5166819;1;2;1;66;04; ;1;50;687,27522919016
5166820;1;1;2;31;04; ;1;50;558,687889902983
5166820;1;2;1;38;04; ;1;50;558,687889902983
5166820;1;3;2;11;04; ;1;50;558,687889902983
5166821;1;1;2;52;04; ;1;50;523,797459797964
5166821;1;2;1;22;04; ;1;50;523,797459797964
5166821;1;3;1;14;04; ;1;50;523,797459797964
5166821;1;4;1;18;04; ;1;50;523,797459797964
5166821;1;5;2;16;04; ;1;50;523,797459797964
5166822;1;1;1;60;04; ;1;50;810,750134533571
5166822;1;2;2;63;04; ;1;50;810,750134533571
5166822;1;3;1;5;04; ;1;50;810,750134533571
5166823;1;1;1;36;04; ;1;50;631,33276144797
5166823;1;2;2;30;04; ;1;50;631,33276144797
5166823;1;3;1;12;04; ;1;50;631,33276144797
5166823;1;4;2;6;04; ;1;50;631,33276144797
5166823;1;5;1;3;04; ;1;50;631,33276144797
5166824;1;1;1;48;04; ;1;50;615,355706606862
5166826;1;1;1;36;04; ;1;50;615,355706606862
5166866;1;1;1;43;04; ;1;05;6921,92191965587
5166866;1;2;2;30;04; ;1;05;6921,92191965587
5166866;1;3;1;5;04; ;1;05;6921,92191965587
5166866;1;4;2;0;04; ;1;05;6921,92191965587
5166867;1;1;1;56;04; ;1;05;3260,36670825525
5166867;1;2;2;50;04; ;1;05;3260,36670825525
5166867;1;3;1;17;04; ;1;05;3260,36670825525
5166867;1;4;2;15;04; ;1;05;3260,36670825525
5166868;1;1;2;58;04; ;1;05;9062,08439795525
5166868;1;2;2;32;04; ;1;05;9062,08439795525
5166868;1;3;1;15;04; ;1;05;9062,08439795525
5166868;1;4;2;7;04; ;1;05;9062,08439795525
5166868;1;5;2;29;04; ;1;05;9062,08439795525
5166868;1;6;2;14;04; ;1;05;9062,08439795525
5166868;1;7;2;9;04; ;1;05;9062,08439795525
5166868;1;8;1;7;04; ;1;05;9062,08439795525
5166868;1;9;2;5;04; ;1;05;9062,08439795525
5166868;1;10;1;3;04; ;1;05;9062,08439795525
5166868;1;11;2;24;04; ;1;05;9062,08439795525
5166868;1;12;1;8;04; ;1;05;9062,08439795525
5166868;1;13;2;5;04; ;1;05;9062,08439795525
5166869;1;1;1;55;04; ;1;05;2968,70117133561
5166869;1;2;2;51;04; ;1;05;2968,70117133561
5166869;1;3;1;16;04; ;1;05;2968,70117133561
5166869;1;4;1;12;04; ;1;05;2968,70117133561
5166871;1;1;2;47;04; ;1;05;4352,89060198193
5166871;1;2;1;22;04; ;1;05;4352,89060198193
5166871;1;3;1;18;04; ;1;05;4352,89060198193
5166871;1;4;1;15;04; ;1;05;4352,89060198193
5166872;1;1;1;55;04; ;1;05;2369,53645587383
5166872;1;2;2;48;04; ;1;05;2369,53645587383
5166873;1;1;2;25;04; ;1;05;8072,25731121625
5166873;1;2;1;28;04; ;1;05;8072,25731121625
5166873;1;3;2;9;04; ;1;05;8072,25731121625
5166873;1;4;1;3;04; ;1;05;8072,25731121625
5166873;1;5;1;1;04; ;1;05;8072,25731121625
5166874;1;1;1;41;04; ;1;05;5063,40839264861
5166874;1;2;2;37;04; ;1;05;5063,40839264861
5166874;1;3;1;11;04; ;1;05;5063,40839264861
5166875;1;1;2;72;04; ;1;05;2265,52109948881
5166876;1;1;1;27;04; ;1;05;5771,58652809549
5166876;1;2;2;30;04; ;1;05;5771,58652809549
5166876;1;3;2;0;04; ;1;05;5771,58652809549
5166877;1;1;1;31;04; ;1;05;5771,58652809549
5166877;1;2;2;30;04; ;1;05;5771,58652809549
5166877;1;3;2;4;04; ;1;05;5771,58652809549
5166878;1;1;2;64;04; ;1;05;2265,52109948881
5166879;1;1;2;56;04; ;1;05;2499,87432408022
5166879;1;2;1;24;04; ;1;05;2499,87432408022
5166880;1;1;1;48;04; ;1;05;4803,90325346965
5166880;1;2;2;47;04; ;1;05;4803,90325346965
5166880;1;3;2;22;04; ;1;05;4803,90325346965
5166880;1;4;1;17;04; ;1;05;4803,90325346965
5166881;1;1;1;57;04; ;1;05;2828,46592817281
5166881;1;2;2;52;04; ;1;05;2828,46592817281
5166881;1;3;1;28;04; ;1;05;2828,46592817281
5166882;1;1;1;31;04; ;1;05;3913,07300108823
5166882;1;2;2;30;04; ;1;05;3913,07300108823
5166883;1;1;1;36;04; ;1;05;4803,90325346965
5166883;1;2;2;31;04; ;1;05;4803,90325346965
5166883;1;3;1;15;04; ;1;05;4803,90325346965
5166883;1;4;2;13;04; ;1;05;4803,90325346965
5166884;1;1;1;66;04; ;1;05;2265,52109948881
5166884;1;2;2;59;04; ;1;05;2265,52109948881
5166884;1;3;1;38;04; ;1;05;2265,52109948881
5166885;1;1;2;35;04; ;1;05;5495,30917273105
5166885;1;2;2;14;04; ;1;05;5495,30917273105
5166885;1;3;1;12;04; ;1;05;5495,30917273105
5166885;1;4;1;6;04; ;1;05;5495,30917273105
5166886;1;1;1;24;04; ;1;05;7280,38597836631
5166886;1;2;2;20;04; ;1;05;7280,38597836631
5166886;1;3;2;1;04; ;1;05;7280,38597836631
5166887;1;1;1;60;04; ;1;05;2265,52109948881
5166887;1;2;2;58;04; ;1;05;2265,52109948881
5166887;1;3;1;39;04; ;1;05;2265,52109948881
5166887;1;4;2;13;04; ;1;05;2265,52109948881
5166888;1;1;2;30;04; ;1;05;2265,52109948881
5166888;1;2;1;33;04; ;1;05;2265,52109948881
5166888;1;3;1;12;04; ;1;05;2265,52109948881
5166888;1;4;2;61;04; ;1;05;2265,52109948881
5166889;1;1;2;32;04; ;1;05;3454,14352878925
