DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;DPTO;fex_c_2011
5149533;1;5;1;50; ;2; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1602,24348861119
5149533;1;6;1;50; ;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;70;1602,24348861119
5149534;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1748,34118953567
5149534;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;70;1748,34118953567
5149535;1;1;1;50; ;2; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;933,514991569925
5149535;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;70;933,514991569925
5149535;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;933,514991569925
5149536;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1763,13841705083
5149536;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;70;1763,13841705083
5149537;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1206,66971655377
5149537;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;70;1206,66971655377
5149538;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;70;1633,83233046121
5149538;1;2;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;70;1633,83233046121
5149539;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1295,42444183558
5149540;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1420,53118432149
5149541;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1420,53118432149
5149542;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1304,64296817369
5149542;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1304,64296817369
5149543;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1295,42444183558
5149544;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;2185,65620391989
5149544;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;70;2185,65620391989
5149545;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1420,53118432149
5149546;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1295,42444183558
5149547;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;867,872001392202
5149547;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;70;867,872001392202
5149548;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;992,978743878118
5149548;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;70;992,978743878118
5149549;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;992,978743878118
5149549;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;70;992,978743878118
5149550;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1295,42444183558
5149551;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1643,44068333525
5149551;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;70;1643,44068333525
5149552;1;1;1;50; ;2; ; ;1;6;DESCANSAR;1; ; ; ; ; ; ; ; ; ; ; ;02;76;1793,9101419767
5149552;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;76;1793,9101419767
5149553;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;76;2619,69021176165
5149553;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;76;2619,69021176165
5149553;1;3;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;76;2619,69021176165
5149553;1;4;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;76;2619,69021176165
5149554;1;1;1;50; ;2; ; ;1;6;LABORES AGRICOLAS PARA EL AUTOCONSUMO;2;2;1; ; ; ; ; ; ; ; ; ;02;76;1455,55078636789
5149554;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;76;1455,55078636789
5149554;1;3;1;50; ;2; ; ;3;2; ;2;2;1; ; ; ; ; ; ; ; ; ;02;76;1455,55078636789
5149555;1;1;1;50; ;2; ; ;1;6;A DESCANSAR;1; ; ; ; ; ; ; ; ; ; ; ;02;76;2480,86134642353
5149555;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;76;2480,86134642353
5149555;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;76;2480,86134642353
5149556;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;76;2225,98399985543
5149557;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;76;3260,53809617232
5149557;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;76;3260,53809617232
5149558;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;76;2488,45480779291
5149558;1;2;1;50; ;2;1; ;1;6;A DESCANSAR;2;2;2;1; ; ; ; ; ; ; ;1;02;76;2488,45480779291
5149558;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;76;2488,45480779291
5149559;1;1;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;76;3054,9596089924
5149559;1;2;1;50; ;2;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;76;3054,9596089924
5149559;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;1;8; ;2; ;2; ; ;02;76;3054,9596089924
5149563;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;76;5284,10391529107
5149563;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;76;5284,10391529107
5149563;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;76;5284,10391529107
5149635;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2272,1732436921
5149635;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2272,1732436921
5149635;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2272,1732436921
5149635;1;4;1;50; ;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2272,1732436921
5149635;1;5;1;50; ;2; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2272,1732436921
5149635;1;6;1;50; ;2; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2272,1732436921
5149636;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;4747,75714279003
5149636;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;4747,75714279003
5149636;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;4747,75714279003
5149636;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;4747,75714279003
5149636;1;6;1;50; ;2; ; ;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;4747,75714279003
5149637;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;3300,17217667092
5149637;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;15;3300,17217667092
5149638;1;1;1;50; ;2; ; ;1;6;CUIDA ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;02;15;3946,35447218536
5149638;1;3;1;50; ;2; ; ;1;6;HOSPITALIZADA;2;2;2;2;2; ; ; ; ; ; ; ;02;15;3946,35447218536
5149639;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;9088,69297476839
5149639;1;2;1;50; ;2; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;02;15;9088,69297476839
5149639;1;5;1;50; ;2; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;9088,69297476839
5149639;1;8;1;50; ;2; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;9088,69297476839
5149640;1;1;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;15;4219,23827667361
5149640;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;4219,23827667361
5149653;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;5372,41878700321
5149653;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;5372,41878700321
5149653;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;5372,41878700321
5149654;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;5811,22597819665
5149655;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;4409,52874033989
5149655;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;4409,52874033989
5149655;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;4409,52874033989
5149655;1;4;1;50; ;2; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;4409,52874033989
5149656;1;1;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;15;4980,38612230091
5149656;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;4980,38612230091
5149657;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;5972,88862999681
5149657;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;5972,88862999681
5149657;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;5972,88862999681
5149657;1;4;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;5972,88862999681
5149658;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;5811,22597819665
5149659;1;1;1;50; ;2; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;5811,22597819665
5149697;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2813,97045293855
5149697;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2813,97045293855
5149698;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2938,33549724361
5149698;1;2;1;50; ;2; ; ;2;6;VIAJE POR MOTIVOS PERSONALES;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2938,33549724361
5149698;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2938,33549724361
5149699;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;5615,94756616125
5149699;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;5615,94756616125
5149700;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;3335,94342102679
5149700;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;3335,94342102679
5149701;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;5299,0009018558
5149701;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;5299,0009018558
5149701;1;5;1;50; ;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;5299,0009018558
5149701;1;6;1;50; ;2; ; ;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;5299,0009018558
5149702;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2375,35339522381
5149702;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2375,35339522381
5149704;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;3010,34314847261
5149704;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;3010,34314847261
5149704;1;3;1;50; ;2; ; ;3;4; ;2;2;2;2;1;8; ;1;2; ; ; ;02;15;3010,34314847261
5149721;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2375,35339522381
5149721;1;2;1;50; ;2; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2375,35339522381
5149722;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;3779,0852949521
5149722;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;3779,0852949521
5149722;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;3779,0852949521
5149722;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;3779,0852949521
5149723;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;4943,27201953533
5149723;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;4943,27201953533
5149724;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;3007,10108778568
5149724;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;3007,10108778568
5149725;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2447,36104645282
5149725;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2447,36104645282
5149728;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2304,16231989702
5149728;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2304,16231989702
5149728;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2304,16231989702
5149731;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2376,16997112602
5149731;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2376,16997112602
5149731;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2376,16997112602
5149738;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2761,34549880703
5149738;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2761,34549880703
5149738;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2761,34549880703
5149739;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2990,14387547292
5149740;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2990,14387547292
5149741;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2625,36463430199
5149741;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2625,36463430199
5149741;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2625,36463430199
5149741;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2625,36463430199
5149742;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2990,14387547292
5149744;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2990,14387547292
5149745;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2990,14387547292
5149752;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2583,34191095785
5149754;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2624,3510448894
5149754;1;2;1;50; ;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;15;2624,3510448894
5149755;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2990,14387547292
5149756;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2552,34339366039
5149756;1;2;1;50; ;2;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;15;2552,34339366039
5149759;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;3062,15152670193
5149760;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;1599,06619560348
5149760;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;1599,06619560348
5149760;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;1599,06619560348
5149760;1;4;1;50; ;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;1599,06619560348
5149761;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2833,35315003603
5149761;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2833,35315003603
5149761;1;3;1;50; ;2; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2833,35315003603
5149765;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2447,36104645282
5149765;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2447,36104645282
5149766;1;1;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2199,17997268944
5149766;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2199,17997268944
5149766;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;2199,17997268944
5149767;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;4835,32746037651
5149767;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;15;4835,32746037651
5149767;1;3;1;50; ;2;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;15;4835,32746037651
5149767;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;4835,32746037651
5149767;1;5;1;50; ;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;15;4835,32746037651
5149768;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;4046,38604089733
5149768;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;4046,38604089733
5149769;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;2990,14387547292
5149770;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;3062,15152670193
5149771;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;15;2583,34191095785
5149772;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;15;3062,15152670193
5151299;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;20;1331,3514698829
5151299;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;20;1331,3514698829
5151300;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;20;2901,21195020006
5151300;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;20;2901,21195020006
5151360;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1343,27546596605
5151361;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1067,09043834844
5151361;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1067,09043834844
5151362;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1610,1119883598
5151363;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1610,1119883598
5151364;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1350,89322892981
5151364;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;50;1350,89322892981
5151366;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;955,598964564182
5151366;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;50;955,598964564182
5151366;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;955,598964564182
5151369;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1515,58678276316
5151369;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1515,58678276316
5151370;1;1;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;50;1395,83641493768
5151370;1;2;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1395,83641493768
5151370;1;3;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1395,83641493768
5151370;1;4;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1395,83641493768
5151371;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;2385,38135414464
5151371;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;2385,38135414464
5151372;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1911,21136739591
5151373;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;844,107490779922
5151373;1;2;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;844,107490779922
5151373;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;844,107490779922
5151373;1;4;1;50; ;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;844,107490779922
5151374;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;2066,22609573829
5151374;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;50;2066,22609573829
5151380;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1099,43875176947
5151380;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1099,43875176947
5151381;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1343,27546596605
5151382;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1272,83967974921
5151382;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1272,83967974921
5151382;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1272,83967974921
5151383;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1325,2195865958
5151384;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1067,09043834844
5151384;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1067,09043834844
5151385;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1067,09043834844
5151385;1;2;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1067,09043834844
5151386;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1350,89322892981
5151386;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1350,89322892981
5151387;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1610,1119883598
5151388;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1178,94874611167
5151388;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1178,94874611167
5151389;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1375,62377938708
5151390;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1178,94874611167
5151390;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;50;1178,94874611167
5151391;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1333,9269607422
5151391;1;2;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;50;1333,9269607422
5151392;1;1;1;50; ;2;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;50;1178,94874611167
