directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P6500;P6750;P6760;Oci;Mes;area;dpto;clase;fex_c_2011
5159645;1;2;45;47;4711;7;20;20; ; ; ; ;1;03;17;17;1;402,718261089279
5159645;1;3;97;82;8292;1;48;48; ;877802; ; ;1;03;17;17;1;402,718261089279
5159646;1;1;95;41;4111;4;50;0;6; ;500000;1;1;03;17;17;1;398,71911711479
5159647;1;1;41;47;4781;4;47;47; ; ;300000;1;1;03;17;17;1;286,336151940503
5159647;1;2;45;47;4711;4;50;50; ; ;600000;1;1;03;17;17;1;286,336151940503
5159649;1;1;59;96;9609;4;48;48; ; ;1500000;1;1;03;17;17;1;622,303340045413
5159650;1;2;86;56;5630;1;40;40; ;900000; ; ;1;03;17;17;1;359,369174857224
5159652;1;1;12;84;8415;2;40;40; ;4400000; ; ;1;03;17;17;1;457,491320887679
5159653;1;1;13;85;8544;2;20;20; ;1300000; ; ;1;03;17;17;1;579,217213553881
5159653;1;2;13;85;8530;1;40;40; ;2400000; ; ;1;03;17;17;1;579,217213553881
5159654;1;1;98;49;4921;4;40;40; ; ;2000000;1;1;03;17;17;1;393,194404451266
5159654;1;2;03;36;3600;2;40;40; ;2500000; ; ;1;03;17;17;1;393,194404451266
5159655;1;1;17;90;9008;4;42;42; ; ;800000;1;1;03;20;20;1;263,031779632214
5159659;1;3;95;41;4111;4;20;20; ; ;400000;1;1;03;47;47;1;308,330920883233
5159659;1;7;95;41;4111;4;30;30; ; ;600000;1;1;03;47;47;1;308,330920883233
5159665;1;2;87;25;2511;1;66;66; ;1200000; ; ;1;03;63;63;1;193,377376848548
5159666;1;1;58;84;8423;2;72;72; ;2300000; ; ;1;03;63;63;1;353,154260369971
5159667;1;1;45;47;4711;1;60;60; ;150000; ; ;1;03;63;63;1;279,476045689545
5159667;1;2;97;52;5224;4;18;18; ; ;720000;1;1;03;63;63;1;279,476045689545
5159667;1;3;61;01;0121;4;12;6;6; ;300000;1;1;03;63;63;1;279,476045689545
5159667;1;5;95;41;4111;1;45;45; ;850000; ; ;1;03;63;63;1;279,476045689545
5159668;1;1;39;85;8530;1;40;40; ; ; ; ;1;03;63;63;1;239,243343683499
5159668;1;2;16;41;4111;1;48;48; ; ; ; ;1;03;63;63;1;239,243343683499
5159669;1;1;58;68;6820;1;70;70; ;1000000; ; ;1;03;63;63;1;338,097386716262
5159669;1;2;93;41;4111;4;42;42; ; ;1200000;1;1;03;63;63;1;338,097386716262
5159669;1;3;55;81;8121;4;5;5; ; ;140000;1;1;03;63;63;1;338,097386716262
5159671;1;1;53;56;5611;4;40;40; ; ;960000;1;1;03;63;63;1;281,332722602213
5159671;1;2;45;47;4772;1;70;70; ;877803; ; ;1;03;63;63;1;281,332722602213
5159672;1;3;56;56;5630;4;18;18; ; ;400000;1;1;03;63;63;1;228,600644048575
5159673;1;1;45;47;4799;4;60;60; ; ;1000000;1;1;03;63;63;1;314,78952155356
5159674;1;3;97;73;7310;1;48;48; ;877803; ; ;1;03;63;63;1;384,60430243946
5159675;1;1;32;41;4111;1;48;48; ;1200000; ; ;1;03;63;63;1;262,635760306409
5159682;1;1;53;10;1081;1;48;48; ;877900; ; ;1;03;63;63;1;420,236409576623
5159682;1;2;36;49;4921;4;48;48; ; ; ;1;1;03;63;63;1;420,236409576623
5159688;1;1;58;84;8423;2;95;95; ;1200000; ; ;1;03;63;63;1;134,823855025166
5159689;1;2;18;85;8530;2;48;48; ;2000000; ; ;1;03;63;63;1;373,113753263361
5159746;1;1;45;47;4773;1;48;32;1;877000; ; ;1;03; ;76;1;2733,47742633751
5159747;1;1;45;47;4711;1;50;50; ;1000000; ; ;1;03; ;76;1;1198,70185389761
5159747;1;3;33;47;4711;1;48;52; ;900000; ; ;1;03; ;76;1;1198,70185389761
5159748;1;1;21;61;6190;4;52;52; ; ;800000;1;1;03; ;76;1;2711,51201347095
5159758;1;1;58;84;8422;2;48;0;3;2593240; ; ;1;03; ;76;1;3500,54870814157
5159759;1;1;39;46;4663;5;55;55; ; ;2000000;1;1;03; ;76;1;3783,42821845186
5159761;1;1;39;52;5224;1;48;48; ;1300000; ; ;1;03; ;76;1;2224,42514345936
5159764;1;2;64;03;0311;4;25;25; ; ;440000;1;1;03; ;76;1;2001,18282735399
5159764;2;2;77;10;1081;1;40;40; ;700000; ; ;1;03; ;76;1;2001,18282735399
5159769;1;1;41;47;4729;4;36;36; ; ;600000;1;1;03; ;76;1;1512,30726656126
5159769;1;4;45;47;4729;6;30;30; ; ; ; ;1;03; ;76;1;1512,30726656126
5159771;1;1;55;86;8621;1;40;40; ;828000; ; ;1;03; ;76;1;1332,995776189
5159771;1;3;59;86;8610;4;48;48; ; ;1400000;1;1;03; ;76;1;1332,995776189
5159774;1;2;49;77;7729;4;50;50; ; ; ;1;1;03; ;76;1;2174,16139168986
5159776;1;1;97;49;4923;4;40;30;6; ;3000000;1;1;03; ;76;1;1609,61356747446
5159777;1;1;45;47;4773;1;27;27; ;0; ; ;1;03; ;76;1;2630,27315186405
5159782;1;4;30;52;5229;1;48;48; ;900000; ; ;1;03; ;76;1;2359,22195876283
5159785;1;1;33;84;8412;2;48;48; ; ; ; ;1;03; ;76;1;2276,19440637479
5159791;1;1;95;41;4111;4;50;50; ; ;600000;1;1;03; ;76;1;2793,36830607046
5159791;1;2;57;96;9602;4;30;0;6; ;0;1;1;03; ;76;1;2793,36830607046
5159791;1;3;85;45;4520;4;50;50; ; ;2000000;1;1;03; ;76;1;2793,36830607046
5159791;1;4;57;96;9602;4;30;40; ; ;400000;1;1;03; ;76;1;2793,36830607046
5159792;1;1;41;47;4761;4;45;45; ; ;600000;1;1;03; ;76;1;2926,3764305928
5159792;1;2;98;49;4921;4;60;60; ; ;1200000;1;1;03; ;76;1;2926,3764305928
5159793;1;1;53;56;5619;4;35;25;6; ; ;1;1;03; ;76;1;2637,41767977416
5159793;1;2;56;47;4789;4;40;40; ; ;400000;1;1;03; ;76;1;2637,41767977416
5159794;1;1;41;47;4711;4;50;50; ; ;300000;1;1;03; ;76;1;1534,27267942781
5159794;1;2;45;47;4711;6;40;40; ; ; ; ;1;03; ;76;1;1534,27267942781
5159797;1;1;54;97;9700;3;40;40; ;200000; ; ;1;03; ;76;1;2206,42011651238
5159797;1;2;95;41;4111;4;30;30; ; ;300000;1;1;03; ;76;1;2206,42011651238
5159798;1;2;21;64;6494;1;40;40; ;910000; ; ;1;03; ;76;1;2711,51201347095
5159799;1;2;45;92;9200;4;30;30; ; ;30000;1;1;03; ;76;1;2792,52085512985
5159800;1;1;58;52;5224;1;48;48; ;1020000; ; ;1;03; ;76;1;2504,40955525182
5159800;1;2;57;96;9602;4;40;40; ; ;560000;1;1;03; ;76;1;2504,40955525182
5159801;1;1;53;56;5611;1;54;54; ;720000; ; ;1;03; ;76;1;2043,32496230597
5159802;1;2;13;85;8530;2;40;40; ; ; ; ;1;03; ;76;1;3196,42839991248
5159808;1;1;98;49;4921;4;60;60; ; ;1000000;1;1;03; ;76;1;3069,5511448798
5159808;1;2;97;49;4921;4;60;60; ; ;900000;1;1;03; ;76;1;3069,5511448798
5159809;1;1;54;84;8413;1;48;48; ;830000; ; ;1;03; ;76;1;3761,4628055853
5159809;1;2;97;47;4711;1;50;50; ;1000000; ; ;1;03; ;76;1;3761,4628055853
5159810;1;1;39;84;8413;4;40;40; ; ;1300000;1;1;03; ;76;1;1888,35142491707
5159811;1;1;45;47;4711;1;50;50; ; ; ; ;1;03; ;76;1;3095,39460900908
5159811;1;2;45;47;4711;6;30;30; ; ; ; ;1;03; ;76;1;3095,39460900908
5159812;1;1;98;49;4921;4;60;60; ; ;800000;1;1;03; ;76;1;2224,42514345936
5159813;1;1;95;41;4111;4;50;50; ; ;700000;1;1;03; ;76;1;2866,48555085985
5159814;1;1;77;10;1081;5;60;60; ; ;2000000;1;1;03; ;76;1;2733,47742633751
5159815;1;1;98;49;4921;4;60;60; ; ;600000;1;1;03; ;76;1;1408,59034976369
5159815;1;3;77;56;5619;4;40;35;6; ;1300000;1;1;03; ;76;1;1408,59034976369
5159816;1;1;81;31;3110;4;40;40; ; ; ;1;1;03; ;76;1;2224,42514345936
5159816;1;2;13;85;8530;2;48;48; ;1600000; ; ;1;03; ;76;1;2224,42514345936
5159825;1;1;99;38;3830;4;18;18; ; ;150000;1;1;03;11;11;1;7356,71517042029
5159825;1;2;99;38;3830;6;18;18; ; ; ; ;1;03;11;11;1;7356,71517042029
5159825;1;3;59;96;9609;4;35;35; ; ; ;1;1;03;11;11;1;7356,71517042029
5159825;1;4;98;49;4921;4;91;91; ; ;2000000;1;1;03;11;11;1;7356,71517042029
5159825;2;1;53;56;5611;1;20;20; ;600000; ; ;1;03;11;11;1;7356,71517042029
5159826;1;1;99;38;3830;4;40;40; ; ;1000000;1;1;03;11;11;1;7934,33237743003
5159826;1;2;99;38;3830;6;40;40; ; ; ; ;1;03;11;11;1;7934,33237743003
5159827;1;1;33;84;8430;1;48;48; ;1420000; ; ;1;03;11;11;1;6306,07666750212
5159828;1;1;08;35;3511;4;40;40; ; ;3000000;1;1;03;15;15;1;452,644173943304
5159829;1;2;87;68;6820;4;48;48; ; ;600000;1;1;03;17;17;1;343,475329069576
5159830;1;1;53;56;5611;1;66;66; ;877802; ; ;1;03;17;17;1;296,281066141212
5159830;1;2;53;56;5611;1;6;6; ;124000; ; ;1;03;17;17;1;296,281066141212
5159831;1;1;99;46;4665;1;48;48; ;900000; ; ;1;03;17;17;1;294,099601535105
5159831;1;2;53;56;5611;1;50;50; ;800000; ; ;1;03;17;17;1;294,099601535105
5159831;1;5;99;46;4665;1;48;48; ;900000; ; ;1;03;17;17;1;294,099601535105
5159836;1;2;98;49;4921;4;56;56; ; ;600000;1;1;03;27;27;1;180,493572302154
5159837;1;1;13;85;8513;2;40;0;1;1800000; ; ;1;03;27;27;1;38,909791467285
5159838;1;1;53;56;5619;4;60;60; ; ;200000;1;1;03;27;27;1;79,2344844424712
5159838;1;2;53;56;5611;4;48;48; ; ;350000;1;1;03;27;27;1;79,2344844424712
5159839;1;2;95;41;4111;4;40;16;5; ;500000;1;1;03;41;41;1;217,453126327834
5159840;1;1;53;56;5611;4;40;24;5; ;600000;1;1;03;41;41;1;335,98622754756
5159840;1;2;53;56;5611;4;40;24;5; ;400000;1;1;03;41;41;1;335,98622754756
5159841;1;4;45;47;4781;4;70;70; ; ;400000;1;1;03;47;47;1;133,31350820565
5159841;1;5;54;97;9700;3;48;48; ;700000; ; ;1;03;47;47;1;133,31350820565
5159842;1;1;58;85;8530;1;48;48; ;1000000; ; ;1;03;47;47;1;82,3464043084046
5159842;1;3;39;47;4755;1;48;48; ;877800; ; ;1;03;47;47;1;82,3464043084046
5159842;1;5;59;88;8810;4;60;60; ; ;1000000;1;1;03;47;47;1;82,3464043084046
5159843;1;1;45;47;4781;4;60;60; ; ;600000;1;1;03;47;47;1;641,720690753606
5159843;1;2;53;56;5619;4;24;0;6; ;300000;1;1;03;47;47;1;641,720690753606
5159843;1;3;99;45;4520;4;60;60; ; ;400000;1;1;03;47;47;1;641,720690753606
5159843;1;5;53;56;5619;4;70;70; ; ;900000;1;1;03;47;47;1;641,720690753606
5159844;1;1;98;49;4921;4;56;56; ; ;1000000;1;1;03;68;68;1;912,06088104048
5159844;1;2;41;56;5619;4;30;30; ; ;30000;1;1;03;68;68;1;912,06088104048
5159844;1;3;77;10;1081;1;48;48; ;877803; ; ;1;03;68;68;1;912,06088104048
5159845;1;1;13;85;8530;2;40;40; ;3000000; ; ;1;03;70;70;1;119,086936618127
5159845;1;2;98;49;4921;1;30;30; ;400000; ; ;1;03;70;70;1;119,086936618127
5159845;1;4;39;47;4773;1;48;48; ;1400000; ; ;1;03;70;70;1;119,086936618127
5159846;1;4;39;84;8412;2;40;40; ;2500000; ; ;1;03;73;73;1;247,414271269213
5159846;1;5;54;97;9700;3;70;70; ;600000; ; ;1;03;73;73;1;247,414271269213
5159853;1;1;97;52;5224;4;45;45; ; ;800000;1;1;03; ;76;1;3916,4363429742
5159854;1;1;45;47;4792;4;20;20; ; ;250000;1;1;03; ;76;1;1343,28908814497
5159854;1;2;95;41;4111;5;50;50; ; ;750000;1;1;03; ;76;1;1343,28908814497
5159854;2;1;93;43;4330;4;60;49;6; ;500000;1;1;03; ;76;1;1343,28908814497
5159861;1;1;41;47;4799;4;40;40; ; ;300000;1;1;03; ;76;1;2305,30434715146
5159861;1;2;98;49;4921;4;48;48; ; ;600000;1;1;03; ;76;1;2305,30434715146
5159861;1;4;36;49;4921;4;54;54; ; ;900000;1;1;03; ;76;1;2305,30434715146
5159862;1;1;58;80;8010;1;50;50; ;900000; ; ;1;03; ;76;1;2733,47742633751
5159868;1;1;97;52;5224;1;48;48; ;3200000; ; ;1;03; ;76;1;1408,59034976369
5159868;1;2;39;86;8621;1;48;48; ;1100000; ; ;1;03; ;76;1;1408,59034976369
5159869;1;1;39;47;4752;1;48;48; ;1890000; ; ;1;03; ;76;1;2532,45420862673
5159869;1;2;39;86;8621;1;48;48; ;1460000; ; ;1;03; ;76;1;2532,45420862673
5159896;1;1;62;01;0125;1;48;48; ;877803; ; ;1;03; ;25;1;2263,20488620886
5159897;1;1;62;01;0125;1;48;48; ;877803; ; ;1;03; ;25;1;2074,779777237
5159898;1;1;70;10;1081;1;48;48; ;1500000; ; ;1;03; ;25;1;2263,20488620886
5159899;1;1;97;10;1081;1;48;64; ;1300000; ; ;1;03; ;25;1;2080,69898315868
5159899;1;2;55;94;9491;1;28;28; ;550000; ; ;1;03; ;25;1;2080,69898315868
5159901;1;1;54;88;8890;4;60;60; ; ;800000;1;1;03; ;25;1;1551,9815840653
5159904;1;1;62;01;0125;1;48;48; ;877803; ; ;1;03; ;25;1;2109,68187670093
5159904;1;2;62;01;0145;1;48;48; ;877803; ; ;1;03; ;25;1;2109,68187670093
5159904;1;3;95;41;4111;1;40;40; ;600000; ; ;1;03; ;25;1;2109,68187670093
5159906;1;1;39;01;0125;1;48;48; ;877803; ; ;1;03; ;25;1;2094,93727785218
5159906;1;2;45;47;4792;4;6;6; ; ;300000;1;1;03; ;25;1;2094,93727785218
5159907;1;1;54;88;8890;1;60;60; ;877803; ; ;1;03; ;25;1;1678,68499423809
5159991;1;1;95;42;4210;4;40;40; ; ;150000;1;1;03; ;05;1;4040,28839365491
5159993;1;1;97;52;5224;1;50;50; ;868000; ; ;1;03; ;05;1;2228,40597903606
5159994;1;1;55;85;8530;2;44;44; ;920000; ; ;1;03; ;05;1;2228,40597903606
5159995;1;1;13;85;8521;2;48;48; ;1900000; ; ;1;03; ;05;1;4040,28839365491
5159996;1;3;53;56;5613;1;72;72; ;840000; ; ;1;03; ;05;1;2228,40597903606
5159998;1;1;19;85;8530;2;48;48; ;2800000; ; ;1;03; ;05;1;2228,40597903606
5159999;1;2;45;47;4719;1;40;40; ;1500000; ; ;1;03; ;05;1;2228,40597903606
5160000;1;1;13;85;8513;2;40;40; ;4000000; ; ;1;03; ;05;1;2228,40597903606
5160001;1;1;62;01;0113;8;60;60; ;877000; ; ;1;03; ;05;1;2228,40597903606
5160005;1;1;95;41;4111;4;40;40; ; ;700000;1;1;03; ;05;1;2228,40597903606
5160006;1;1;41;45;4530;4;60;60; ; ;800000;1;1;03; ;05;1;3916,515509929
5160027;1;2;18;84;8412;2;48;48; ;1500000; ; ;1;03; ;05;1;2228,40597903606
5160028;1;2;13;85;8530;2;48;48; ;1800000; ; ;1;03; ;05;1;2228,40597903606
5160029;1;1;54;97;9700;3;48;48; ;500000; ; ;1;03; ;05;1;2581,98852640383
5160029;1;2;58;35;3511;1;48;48; ;878000; ; ;1;03; ;05;1;2581,98852640383
5160032;1;1;54;97;9700;3;40;40; ;200000; ; ;1;03; ;05;1;2228,40597903606
5160033;1;1;45;47;4711;1;48;48; ;878000; ; ;1;03; ;05;1;9582,14570985505
5160033;1;2;39;86;8610;1;48;48; ;1200000; ; ;1;03; ;05;1;9582,14570985505
5160034;1;1;13;85;8530;2;48;48; ;2000000; ; ;1;03; ;05;1;5953,59792280141
5160034;1;2;31;84;8412;2;48;48; ;3000000; ; ;1;03; ;05;1;5953,59792280141
5160036;1;1;57;96;9602;4;48;48; ; ;700000;1;1;03; ;05;1;9582,14570985505
5160036;1;2;45;47;4752;1;48;48; ;900000; ; ;1;03; ;05;1;9582,14570985505
5160037;1;1;53;85;8513;1;48;48; ;120000; ; ;1;03; ;05;1;5168,72142862364
5160038;1;1;71;00;0000;4;60;60; ; ;500000;1;1;03; ;05;1;7970,37138199921
5160038;1;2;59;87;8730;1;48;48; ;878000; ; ;1;03; ;05;1;7970,37138199921
5160039;1;1;13;85;8530;2;48;48; ;1800000; ; ;1;03; ;05;1;2228,40597903606
5160040;1;1;59;92;9200;1;84;84; ;878000; ; ;1;03; ;05;1;2228,40597903606
5160041;1;2;13;85;8530;2;48;48; ;1800000; ; ;1;03; ;05;1;4752,19786420643
5160045;1;1;98;49;4921;1;50;50; ;1000000; ; ;1;03; ;05;1;4040,28839365491
5160046;1;1;20;69;6910;2;48;48; ;5000000; ; ;1;03; ;05;1;2228,40597903606
5160046;1;3;95;35;3511;1;48;48; ;878000; ; ;1;03; ;05;1;2228,40597903606
5160048;1;1;97;35;3511;1;48;48; ;878000; ; ;1;03; ;05;1;9582,14570985505
5160048;1;2;55;46;4620;1;48;48; ;878000; ; ;1;03; ;05;1;9582,14570985505
5160049;1;1;97;52;5224;4;60;60; ; ;200000;1;1;03; ;05;1;4040,28839365491
5160107;1;1;21;64;6412;1;40;40; ;3000000; ; ;1;03;05;05;1;1771,66610672868
5160107;1;2;11;69;6920;4;40;40; ; ;1100000;1;1;03;05;05;1;1771,66610672868
5160109;1;3;45;14;1410;1;48;48; ;1070000; ; ;1;03;05;05;1;3132,63393081877
5160109;1;4;33;56;5611;1;48;0;3;877803; ; ;1;03;05;05;1;3132,63393081877
5160110;1;1;93;84;8412;2;48;48; ;1400000; ; ;1;03;05;05;1;2052,12943641053
5160110;1;4;03;41;4111;4;48;48; ; ;1500000;1;1;03;05;05;1;2052,12943641053
5160110;1;5;03;41;4111;1;48;48; ;1200000; ; ;1;03;05;05;1;2052,12943641053
5160111;1;1;94;32;3290;4;10;10; ; ;10000;1;1;03;08;08;1;1584,06113090933
5160111;1;6;58;86;8610;1;48;48; ;1200000; ; ;1;03;08;08;1;1584,06113090933
5160112;1;1;58;84;8423;2;48;48; ;1800000; ; ;1;03;13;13;1;1334,89748719186
5160113;1;2;13;85;8544;2;16;16; ;1500000; ; ;1;03;18;18;1;111,06863354209
5160115;1;1;13;85;8513;2;48;48; ;3900000; ; ;1;03;18;18;1;188,325883540237
5160115;1;2;58;80;8010;1;48;48; ;860000; ; ;1;03;18;18;1;188,325883540237
5160116;1;1;59;86;8610;1;48;48; ;877803; ; ;1;03;20;20;1;722,976543773555
5160116;1;2;45;56;5619;4;24;0;6; ;80000;1;1;03;20;20;1;722,976543773555
5160157;1;2;53;56;5611;1;48;48; ;500000; ; ;1;03; ;76;1;2074,91750313598
5160158;1;1;59;96;9609;4;40;40; ; ;700000;1;1;03; ;76;1;2021,35954943941
5160158;1;2;94;32;3290;4;20;20; ; ;300000;1;1;03; ;76;1;2021,35954943941
5160161;1;1;80;15;1512;4;48;48; ; ;180000;1;1;03; ;73;1;1846,70475025582
5160161;1;2;75;15;1512;6;7;7; ; ; ; ;1;03; ;73;1;1846,70475025582
5160161;1;3;58;84;8424;1;50;50; ;1100000; ; ;1;03; ;73;1;1846,70475025582
5160161;2;2;95;41;4111;1;50;0;6;720000; ; ;1;03; ;73;1;1846,70475025582
5160163;1;3;57;96;9602;4;24;12;6; ;300000;1;1;03; ;73;1;1846,70475025582
5160164;1;1;57;96;9602;4;3;3; ; ;50000;1;1;03; ;73;1;1846,70475025582
5160165;1;1;41;47;4711;4;70;70; ; ;100000;1;1;03; ;73;1;7940,83042610001
5160165;1;2;03;35;3511;1;44;44; ;877000; ; ;1;03; ;73;1;7940,83042610001
5160166;1;3;62;47;4799;4;24;0;6; ;300000;1;1;03; ;73;1;1846,70475025582
5160166;1;4;62;47;4799;6;12;10;6; ; ; ;1;03; ;73;1;1846,70475025582
5160167;1;1;45;47;4711;1;35;35; ;300000; ; ;1;03; ;73;1;1846,70475025582
5160172;1;1;55;81;8121;4;40;12;6; ;360000;1;1;03; ;73;1;1846,70475025582
5160173;1;1;41;47;4721;4;79;79; ; ;1600000;1;1;03; ;73;1;7940,83042610001
5160174;1;2;03;95;9512;4;50;50; ; ;800000;1;1;03; ;73;1;7940,83042610001
5160176;1;1;13;85;8530;2;40;50; ;3100000; ; ;1;03; ;73;1;3348,23180298298
5160184;1;3;77;56;5619;1;14;14; ;30000; ; ;1;03; ;73;1;1846,70475025582
5160185;1;1;53;56;5611;1;64;18;7;600000; ; ;1;03; ;73;1;7940,83042610001
5160185;1;2;93;45;4520;4;60;60; ; ;500000;1;1;03; ;73;1;7940,83042610001
5160185;1;4;95;41;4111;1;40;40; ;600000; ; ;1;03; ;73;1;7940,83042610001
5160186;1;1;97;47;4711;1;70;70; ;560000; ; ;1;03; ;73;1;1846,70475025582
5160186;1;3;45;47;4711;1;70;70; ;600000; ; ;1;03; ;73;1;1846,70475025582
5160187;1;1;41;47;4711;4;42;36;1; ;20000;1;1;03; ;73;1;7940,83042610001
5160187;1;2;45;47;4711;6;21;21; ; ; ; ;1;03; ;73;1;7940,83042610001
5160187;1;3;45;47;4711;6;10;5;1; ; ; ;1;03; ;73;1;7940,83042610001
5160187;1;4;89;23;2392;5;48;48; ; ;700000;1;1;03; ;73;1;7940,83042610001
5160188;1;1;41;47;4711;4;40;40; ; ;0;1;1;03; ;73;1;1846,70475025582
5160188;1;2;98;49;4921;4;60;0;1; ;1000000;1;1;03; ;73;1;1846,70475025582
5160188;1;4;95;41;4111;4;40;40; ; ;500000;1;1;03; ;73;1;1846,70475025582
5160189;1;1;45;47;4781;4;70;60;6; ;300000;1;1;03; ;73;1;1846,70475025582
5160190;1;1;41;47;4724;4;50;50; ; ;20000;1;1;03; ;73;1;1846,70475025582
5160192;1;1;95;41;4111;1;70;70; ;900000; ; ;1;03; ;73;1;1846,70475025582
5160192;1;2;45;47;4799;4;48;48; ; ;800000;1;1;03; ;73;1;1846,70475025582
5160196;1;1;53;56;5619;4;24;24; ; ;400000;1;1;03; ;73;1;4283,37677460246
5160247;1;1;45;47;4792;4;2;2; ; ;120000;1;1;03; ;76;1;2073,75110839275
5160248;1;1;90;22;2211;1;48;48; ;1624000; ; ;1;03; ;76;1;1316,39125289499
5160248;1;2;39;86;8621;1;45;47; ;1500000; ; ;1;03; ;76;1;1316,39125289499
5160249;1;2;32;56;5630;1;45;45; ;1200000; ; ;1;03; ;76;1;1316,39125289499
5160250;1;1;34;84;8422;2;84;84; ; ; ; ;1;03; ;76;1;2527,88690888533
5160250;1;2;13;85;8530;2;50;50; ;2800000; ; ;1;03; ;76;1;2527,88690888533
5160250;1;3;39;84;8412;2;45;45; ;1454000; ; ;1;03; ;76;1;2527,88690888533
5160251;1;2;79;14;1410;4;40;40; ; ;0;1;1;03; ;76;1;2139,04446079656
5160251;1;4;39;85;8544;1;48;48; ;877803; ; ;1;03; ;76;1;2139,04446079656
5160252;1;1;16;74;7420;4;28;28; ; ;750000;1;1;03; ;76;1;1767,64657022501
5160253;1;1;84;45;4542;4;36;36; ; ;500000;1;1;03; ;76;1;1316,39125289499
5160253;1;2;59;86;8610;2;46;46; ;1800000; ; ;1;03; ;76;1;1316,39125289499
5160254;1;1;54;97;9700;3;17;17; ;360000; ; ;1;03; ;76;1;3233,46291931456
5160254;1;2;53;56;5619;6;10;10; ; ; ; ;1;03; ;76;1;3233,46291931456
5160254;1;3;53;56;5619;4;65;65; ; ;900000;1;1;03; ;76;1;3233,46291931456
5160255;1;1;45;47;4781;4;15;15; ; ;120000;1;1;03; ;76;1;1316,39125289499
5160256;1;2;98;01;0145;1;84;84; ;1188000; ; ;1;03; ;76;1;2142,79831644631
5160256;1;3;97;47;4719;1;76;76; ;780000; ; ;1;03; ;76;1;2142,79831644631
5160256;1;4;98;01;0145;1;90;90; ;980000; ; ;1;03; ;76;1;2142,79831644631
5160257;1;2;33;20;2023;1;48;48; ;1600000; ; ;1;03; ;76;1;1940,163735291
5160258;1;1;55;81;8121;4;16;16; ; ;160000;1;1;03; ;76;1;2717,84863146853
5160259;1;1;85;95;9522;4;50;50; ; ;1000000;1;1;03; ;76;1;1610,41486084681
5160259;1;3;33;96;9602;1;20;20; ;600000; ; ;1;03; ;76;1;1610,41486084681
5160261;1;1;51;56;5619;5;56;56; ; ;3000000;1;1;03; ;76;1;1577,68484764181
5160261;1;3;33;10;1081;1;18;18; ;420000; ; ;1;03; ;76;1;1577,68484764181
5160262;1;1;49;64;6499;4;32;32; ; ;1500000;1;1;03; ;76;1;1767,64657022501
5160263;1;1;45;10;1081;1;63;63; ;800000; ; ;1;03; ;76;1;2499,67278910724
5160263;1;2;45;10;1081;1;60;60; ;700000; ; ;1;03; ;76;1;2499,67278910724
5160264;1;1;97;77;7730;1;74;74; ;900000; ; ;1;03; ;76;1;3792,49431671178
5160265;1;1;97;10;1071;1;76;76; ;1200000; ; ;1;03; ;76;1;3427,77386131848
5160267;1;1;20;84;8411;4;12;12; ; ;1800000;1;1;03; ;76;1;3595,85648947134
5160267;1;2;39;84;8412;4;40;40; ; ;2488000;1;1;03; ;76;1;3595,85648947134
5160267;1;3;53;56;5611;1;11;11; ;34000; ; ;1;03; ;76;1;3595,85648947134
5160268;1;1;77;56;5619;4;48;40;7; ;1200000;1;1;03; ;76;1;2003,40746449055
5160268;1;2;55;97;9700;3;6;6; ;100000; ; ;1;03; ;76;1;2003,40746449055
5160268;1;4;45;56;5619;6;18;15;6; ; ; ;1;03; ;76;1;2003,40746449055
5160269;1;2;45;92;9200;4;48;48; ; ;779000;1;1;03; ;76;1;2781,09236066809
5160270;1;1;97;49;4921;4;70;70; ; ;120000;1;1;03; ;76;1;1767,64657022501
5160272;1;1;62;10;1071;1;48;48; ;910000; ; ;1;03; ;76;1;2442,82078320677
5160273;1;1;62;10;1071;1;48;48; ;1118000; ; ;1;03; ;76;1;2977,73018790852
5160273;1;2;54;97;9700;3;26;26; ;400000; ; ;1;03; ;76;1;2977,73018790852
5160274;1;1;53;56;5619;4;20;20; ; ;0;1;1;03; ;76;1;2717,84863146853
5160281;1;1;54;97;9700;3;16;0;1;400000; ; ;1;03; ;76;1;2868,74246392126
5160281;1;2;98;49;4921;1;72;36;3;1200000; ; ;1;03; ;76;1;2868,74246392126
5160281;1;3;39;20;2029;1;40;40; ;877803; ; ;1;03; ;76;1;2868,74246392126
5160282;1;1;97;10;1071;1;72;72; ;1200000; ; ;1;03; ;76;1;4862,51352050206
5160283;1;3;18;93;9312;4;18;18; ; ;600000;1;1;03; ;76;1;2529,25585082621
5160283;1;4;18;85;8530;1;36;36; ;770000; ; ;1;03; ;76;1;2529,25585082621
5160284;1;1;58;47;4731;1;48;48; ;1050000; ; ;1;03; ;76;1;2200,04529173099
5160284;1;3;13;85;8530;1;30;30; ;310000; ; ;1;03; ;76;1;2200,04529173099
5160286;1;1;85;41;4111;1;50;50; ;1100000; ; ;1;03; ;76;1;2781,09236066809
5160286;1;2;59;96;9609;4;24;0;7; ;200000;1;1;03; ;76;1;2781,09236066809
5160287;1;1;79;14;1410;1;48;48; ;877803; ; ;1;03; ;76;1;2023,1802377653
5160288;1;1;13;85;8530;2;30;30; ;2000000; ; ;1;03; ;76;1;1852,71269590357
5160288;1;2;13;85;8530;2;30;30; ;3600000; ; ;1;03; ;76;1;1852,71269590357
