directorio;secuencia_p;orden;p6020;p6040;mes;area;dpto;clase;fex_c_2011
5156412;1;2;1;34;03;76;76;1;965,670238310159
5156413;1;1;2;76;03;76;76;1;943,724425935668
5156414;1;1;1;47;03;76;76;1;1454,0361672079
5156414;1;2;2;55;03;76;76;1;1454,0361672079
5156414;1;3;1;27;03;76;76;1;1454,0361672079
5156414;1;4;2;15;03;76;76;1;1454,0361672079
5156414;1;5;2;31;03;76;76;1;1454,0361672079
5156414;1;6;1;12;03;76;76;1;1454,0361672079
5156415;1;1;2;58;03;76;76;1;1106,74468753481
5156415;1;2;2;37;03;76;76;1;1106,74468753481
5156416;1;1;1;53;03;76;76;1;1998,26921250392
5156416;1;2;2;57;03;76;76;1;1998,26921250392
5156416;1;3;2;20;03;76;76;1;1998,26921250392
5156672;1;1;1;66;03;05;05;1;1761,92689227441
5156672;1;2;2;61;03;05;05;1;1761,92689227441
5156672;1;3;1;24;03;05;05;1;1761,92689227441
5156672;1;4;2;23;03;05;05;1;1761,92689227441
5156672;1;5;1;6;03;05;05;1;1761,92689227441
5156673;1;1;2;71;03;05;05;1;1864,31526287334
5156673;1;2;1;52;03;05;05;1;1864,31526287334
5156673;1;3;2;73;03;05;05;1;1864,31526287334
5156674;1;1;1;56;03;05;05;1;1969,46058189556
5156674;1;2;2;77;03;05;05;1;1969,46058189556
5156674;1;3;2;76;03;05;05;1;1969,46058189556
5156675;1;1;2;60;03;05;05;1;1993,12437006976
5156675;1;2;1;29;03;05;05;1;1993,12437006976
5156675;1;3;2;39;03;05;05;1;1993,12437006976
5156676;1;1;2;64;03;05;05;1;1296,37541484615
5156676;1;2;1;66;03;05;05;1;1296,37541484615
5156676;1;3;1;58;03;05;05;1;1296,37541484615
5156676;1;4;1;51;03;05;05;1;1296,37541484615
5156677;1;1;1;79;03;05;05;1;1615,81719500843
5156677;1;2;2;68;03;05;05;1;1615,81719500843
5156677;1;3;2;44;03;05;05;1;1615,81719500843
5156677;1;4;2;19;03;05;05;1;1615,81719500843
5156677;1;5;2;21;03;05;05;1;1615,81719500843
5156678;1;1;2;45;03;05;05;1;3813,5420267978
5156678;1;2;2;25;03;05;05;1;3813,5420267978
5156678;1;3;2;4;03;05;05;1;3813,5420267978
5156679;1;1;2;55;03;05;05;1;2007,04665119601
5156679;1;2;1;31;03;05;05;1;2007,04665119601
5156679;1;3;1;26;03;05;05;1;2007,04665119601
5156679;1;4;2;17;03;05;05;1;2007,04665119601
5156680;1;1;1;33;03;05;05;1;3045,68809631501
5156680;1;2;2;24;03;05;05;1;3045,68809631501
5156680;1;3;1;6;03;05;05;1;3045,68809631501
5156680;1;4;2;4;03;05;05;1;3045,68809631501
5156681;1;1;1;43;03;05;05;1;1606,38919750226
5156681;1;2;2;40;03;05;05;1;1606,38919750226
5156681;1;3;1;21;03;05;05;1;1606,38919750226
5156681;1;4;2;19;03;05;05;1;1606,38919750226
5156682;1;1;1;71;03;05;05;1;2336,09530975963
5156683;1;1;2;33;03;05;05;1;1965,49536335911
5156683;1;2;1;22;03;05;05;1;1965,49536335911
5156683;1;3;2;13;03;05;05;1;1965,49536335911
5156683;1;4;1;9;03;05;05;1;1965,49536335911
5156683;1;5;2;27;03;05;05;1;1965,49536335911
5156684;1;1;1;64;03;05;05;1;1937,50015124484
5156684;1;2;2;70;03;05;05;1;1937,50015124484
5156685;1;1;2;30;03;05;05;1;1989,77132800388
5156685;1;2;1;34;03;05;05;1;1989,77132800388
5156685;1;3;2;12;03;05;05;1;1989,77132800388
5156685;1;4;2;10;03;05;05;1;1989,77132800388
5156686;1;1;1;40;03;05;05;1;3032,72882705783
5156686;1;2;2;26;03;05;05;1;3032,72882705783
5156686;1;3;2;4;03;05;05;1;3032,72882705783
5156687;1;1;2;37;03;05;05;1;2310,55976672592
5156687;1;2;1;39;03;05;05;1;2310,55976672592
5156687;1;3;1;5;03;05;05;1;2310,55976672592
5156687;1;4;1;1;03;05;05;1;2310,55976672592
5156688;1;1;2;63;03;05;05;1;2219,22841064121
5156688;1;2;2;38;03;05;05;1;2219,22841064121
5156688;1;3;1;20;03;05;05;1;2219,22841064121
5156688;1;4;1;14;03;05;05;1;2219,22841064121
5156689;1;1;1;29;03;05;05;1;2416,09237892827
5156689;1;2;1;25;03;05;05;1;2416,09237892827
5156690;1;1;2;24;03;05;05;1;2664,67373299095
5156691;1;1;2;26;03;05;05;1;1870,36199792745
5156691;1;2;1;26;03;05;05;1;1870,36199792745
5156692;1;1;1;36;03;05;05;1;2236,79633421933
5156692;1;2;2;35;03;05;05;1;2236,79633421933
5156692;1;3;1;3;03;05;05;1;2236,79633421933
5156693;1;1;2;60;03;05;05;1;1930,57683851152
5156693;1;2;2;31;03;05;05;1;1930,57683851152
5156693;1;3;2;23;03;05;05;1;1930,57683851152
5156694;1;1;1;41;03;05;05;1;3502,72060280234
5156694;1;2;2;30;03;05;05;1;3502,72060280234
5156694;1;3;1;10;03;05;05;1;3502,72060280234
5156694;1;4;2;2;03;05;05;1;3502,72060280234
5156694;1;5;2;47;03;05;05;1;3502,72060280234
5156694;1;6;2;27;03;05;05;1;3502,72060280234
5156694;1;7;1;9;03;05;05;1;3502,72060280234
5156695;1;1;2;49;03;05;05;1;2274,95494479284
5156695;1;2;2;25;03;05;05;1;2274,95494479284
5156695;1;3;1;7;03;05;05;1;2274,95494479284
5156696;1;1;2;55;03;05;05;1;2157,03141049817
5156696;1;2;1;53;03;05;05;1;2157,03141049817
5156696;1;3;1;17;03;05;05;1;2157,03141049817
5156696;1;4;2;26;03;05;05;1;2157,03141049817
5156696;1;5;1;9;03;05;05;1;2157,03141049817
5156699;1;1;1;45;03;05;05;1;2113,07687866526
5156699;1;2;2;46;03;05;05;1;2113,07687866526
5156699;1;3;2;21;03;05;05;1;2113,07687866526
5156699;1;4;1;7;03;05;05;1;2113,07687866526
5156702;1;1;2;48;03;05;05;1;2697,63749701074
5156702;1;2;1;48;03;05;05;1;2697,63749701074
5156703;1;1;1;40;03;05;05;1;2236,79633421933
5156703;1;2;2;39;03;05;05;1;2236,79633421933
5156703;1;3;1;4;03;05;05;1;2236,79633421933
5156704;1;1;2;40;03;05;05;1;1939,87359279771
5156705;1;1;2;35;03;05;05;1;2300,01895436516
5156705;1;2;1;32;03;05;05;1;2300,01895436516
5156705;1;3;1;12;03;05;05;1;2300,01895436516
5156705;1;4;1;1;03;05;05;1;2300,01895436516
5156706;1;1;1;43;03;05;05;1;2603,23067051121
5156706;1;2;2;33;03;05;05;1;2603,23067051121
5156706;1;3;1;5;03;05;05;1;2603,23067051121
5156706;1;4;1;3;03;05;05;1;2603,23067051121
5156707;1;1;2;41;03;05;05;1;2374,54324456713
5156707;1;2;1;12;03;05;05;1;2374,54324456713
5156707;1;3;2;22;03;05;05;1;2374,54324456713
5156707;1;4;2;4;03;05;05;1;2374,54324456713
5156708;1;1;1;68;03;05;05;1;1642,18820622427
5156708;1;2;2;65;03;05;05;1;1642,18820622427
5156708;1;3;2;27;03;05;05;1;1642,18820622427
5156708;1;4;2;35;03;05;05;1;1642,18820622427
5156708;1;5;1;40;03;05;05;1;1642,18820622427
5156708;1;6;2;18;03;05;05;1;1642,18820622427
5156709;1;1;1;68;03;05;05;1;1901,32363090243
5156709;1;2;2;61;03;05;05;1;1901,32363090243
5156709;1;3;2;42;03;05;05;1;1901,32363090243
5156710;1;1;1;34;03;05;05;1;2344,60948571885
5156710;1;2;2;22;03;05;05;1;2344,60948571885
5156712;1;1;1;62;03;05;05;1;2527,85011549364
5156712;1;2;1;30;03;05;05;1;2527,85011549364
5156713;1;1;2;52;03;05;05;1;2720,18501019716
5156713;1;2;1;50;03;05;05;1;2720,18501019716
5156713;1;3;2;53;03;05;05;1;2720,18501019716
5156713;1;4;1;29;03;05;05;1;2720,18501019716
5156713;1;5;1;35;03;05;05;1;2720,18501019716
5156713;1;6;2;30;03;05;05;1;2720,18501019716
5156713;1;7;1;1;03;05;05;1;2720,18501019716
5156713;1;8;1;65;03;05;05;1;2720,18501019716
5156714;1;1;2;69;03;05;05;1;1245,53581151454
5156714;1;2;1;65;03;05;05;1;1245,53581151454
5156715;1;1;1;59;03;05;05;1;914,421998351509
5156715;1;2;2;55;03;05;05;1;914,421998351509
5156715;1;3;1;28;03;05;05;1;914,421998351509
5156715;1;4;2;13;03;05;05;1;914,421998351509
5156716;1;1;1;77;03;05;05;1;2990,57986407141
5156716;1;2;2;64;03;05;05;1;2990,57986407141
5156716;1;3;2;45;03;05;05;1;2990,57986407141
5156716;1;4;1;25;03;05;05;1;2990,57986407141
5156716;1;5;2;8;03;05;05;1;2990,57986407141
5156717;1;1;2;83;03;05;05;1;1304,93380295488
5156717;1;2;2;47;03;05;05;1;1304,93380295488
5156717;1;3;1;17;03;05;05;1;1304,93380295488
5156717;1;4;1;47;03;05;05;1;1304,93380295488
5156717;1;5;2;54;03;05;05;1;1304,93380295488
5156718;1;1;1;39;03;05;05;1;1410,61276153993
5156719;1;1;1;59;03;05;05;1;1821,96705721276
5156719;1;2;2;60;03;05;05;1;1821,96705721276
5156719;1;3;2;30;03;05;05;1;1821,96705721276
5156719;1;4;2;3;03;05;05;1;1821,96705721276
5156721;1;1;2;37;03;05;05;1;1532,70902454431
5156721;1;2;1;20;03;05;05;1;1532,70902454431
5156721;1;3;1;17;03;05;05;1;1532,70902454431
5156722;1;1;2;36;03;05;05;1;2018,84243465222
5156722;1;2;2;19;03;05;05;1;2018,84243465222
5156722;1;3;1;16;03;05;05;1;2018,84243465222
5156722;1;4;2;3;03;05;05;1;2018,84243465222
5156723;1;1;1;69;03;05;05;1;2589,55143212761
5156723;1;2;2;62;03;05;05;1;2589,55143212761
5156723;1;3;1;39;03;05;05;1;2589,55143212761
5156723;1;4;1;37;03;05;05;1;2589,55143212761
5156723;1;5;1;35;03;05;05;1;2589,55143212761
5156723;1;6;1;33;03;05;05;1;2589,55143212761
5156723;1;7;2;28;03;05;05;1;2589,55143212761
5156723;1;8;1;38;03;05;05;1;2589,55143212761
5156723;1;9;2;11;03;05;05;1;2589,55143212761
5156724;1;1;1;65;03;05;05;1;1522,54366411462
5156724;1;2;2;35;03;05;05;1;1522,54366411462
5156725;1;1;1;26;03;05;05;1;1387,3564270341
5156725;1;2;2;27;03;05;05;1;1387,3564270341
5156726;1;1;2;54;03;05;05;1;1682,8016810947
5156726;1;2;1;33;03;05;05;1;1682,8016810947
5156726;1;3;2;35;03;05;05;1;1682,8016810947
5156726;1;4;1;12;03;05;05;1;1682,8016810947
5156726;1;5;1;5;03;05;05;1;1682,8016810947
5156727;1;1;1;54;03;05;05;1;1592,50378283263
5156727;1;2;2;47;03;05;05;1;1592,50378283263
5156727;1;3;1;21;03;05;05;1;1592,50378283263
5156727;1;4;2;18;03;05;05;1;1592,50378283263
5156727;1;5;1;17;03;05;05;1;1592,50378283263
5156728;1;1;1;60;03;05;05;1;1111,14586956135
5156728;1;2;2;61;03;05;05;1;1111,14586956135
5156728;1;3;1;24;03;05;05;1;1111,14586956135
5156728;1;4;1;22;03;05;05;1;1111,14586956135
5156729;1;1;2;54;03;05;05;1;2376,65453862804
5156729;1;2;1;61;03;05;05;1;2376,65453862804
5156729;1;3;2;91;03;05;05;1;2376,65453862804
5156730;1;1;1;25;03;05;05;1;2056,65190164077
5156730;1;2;2;24;03;05;05;1;2056,65190164077
5156730;1;3;1;2;03;05;05;1;2056,65190164077
5156730;2;1;1;21;03;05;05;1;2056,65190164077
5156730;2;2;2;22;03;05;05;1;2056,65190164077
5156730;2;3;1;2;03;05;05;1;2056,65190164077
5156730;2;4;2;54;03;05;05;1;2056,65190164077
5156731;1;1;2;32;03;05;05;1;1347,1472996038
5156731;1;2;2;13;03;05;05;1;1347,1472996038
5156732;1;1;1;40;03;05;05;1;2321,6180810701
5156732;1;2;1;76;03;05;05;1;2321,6180810701
5156732;1;3;2;73;03;05;05;1;2321,6180810701
5156733;1;1;1;44;03;05;05;1;1690,27141773636
5156733;1;2;2;44;03;05;05;1;1690,27141773636
5156733;1;3;2;19;03;05;05;1;1690,27141773636
5156733;1;4;2;17;03;05;05;1;1690,27141773636
5156733;1;5;2;21;03;05;05;1;1690,27141773636
5156733;1;6;1;27;03;05;05;1;1690,27141773636
5156733;1;7;2;2;03;05;05;1;1690,27141773636
5156733;1;8;1;19;03;05;05;1;1690,27141773636
5156734;1;1;2;34;03;05;05;1;1886,16309090328
5156734;1;2;2;37;03;05;05;1;1886,16309090328
5156734;1;3;1;41;03;05;05;1;1886,16309090328
5156735;1;1;1;56;03;05;05;1;1595,33060737586
5156735;1;2;2;55;03;05;05;1;1595,33060737586
5156735;1;3;2;23;03;05;05;1;1595,33060737586
5156736;1;1;1;76;03;05;05;1;1240,87091268049
5156736;1;2;2;62;03;05;05;1;1240,87091268049
5156736;1;3;1;40;03;05;05;1;1240,87091268049
5156736;1;4;1;20;03;05;05;1;1240,87091268049
5156737;1;1;2;22;03;05;05;1;1823,19947863167
5156737;1;2;1;26;03;05;05;1;1823,19947863167
5156737;1;3;1;2;03;05;05;1;1823,19947863167
5156738;1;1;1;51;03;05;05;1;2764,81002214954
5156738;1;2;2;49;03;05;05;1;2764,81002214954
5156738;1;3;1;24;03;05;05;1;2764,81002214954
5156738;1;4;1;18;03;05;05;1;2764,81002214954
5156739;1;1;2;44;03;05;05;1;2299,46760833366
5156739;1;2;1;10;03;05;05;1;2299,46760833366
5156739;1;3;1;21;03;05;05;1;2299,46760833366
5156739;1;4;2;28;03;05;05;1;2299,46760833366
5156739;1;5;1;10;03;05;05;1;2299,46760833366
5156741;1;1;2;63;03;05;05;1;1390,52701706336
5156741;1;2;1;49;03;05;05;1;1390,52701706336
5156741;1;3;2;42;03;05;05;1;1390,52701706336
5156741;1;4;2;19;03;05;05;1;1390,52701706336
5156741;1;5;2;38;03;05;05;1;1390,52701706336
5156741;1;6;1;18;03;05;05;1;1390,52701706336
5156742;1;1;1;35;03;05;05;1;2346,28986106923
5156742;1;2;2;33;03;05;05;1;2346,28986106923
5156742;1;3;1;5;03;05;05;1;2346,28986106923
5156744;1;1;2;42;03;05;05;1;1957,45703435996
5156744;1;2;2;25;03;05;05;1;1957,45703435996
5156745;1;1;2;34;03;05;05;1;1889,00391929076
5156745;1;2;1;37;03;05;05;1;1889,00391929076
5156745;1;3;1;34;03;05;05;1;1889,00391929076
5156746;1;1;2;57;03;05;05;1;1844,81899128379
5156746;1;2;1;25;03;05;05;1;1844,81899128379
5156747;1;1;2;48;03;05;05;1;2068,26212795117
5156747;1;2;2;26;03;05;05;1;2068,26212795117
5156747;1;3;1;20;03;05;05;1;2068,26212795117
5156748;1;1;1;50;03;05;05;1;2677,27100963993
5156748;1;2;2;42;03;05;05;1;2677,27100963993
5156748;1;3;1;15;03;05;05;1;2677,27100963993
5156749;1;1;1;33;03;05;05;1;2589,73199713031
5156749;1;2;2;29;03;05;05;1;2589,73199713031
5156750;1;1;1;21;03;05;05;1;2151,82126631185
5156751;1;1;1;44;03;05;05;1;2418,42813559391
5156751;1;2;2;35;03;05;05;1;2418,42813559391
5156751;1;3;2;12;03;05;05;1;2418,42813559391
5156752;1;1;2;29;03;05;05;1;1989,61394133098
5156753;1;1;2;17;03;05;05;1;2020,96414986043
5156753;1;2;1;20;03;05;05;1;2020,96414986043
5156754;1;1;1;40;03;05;05;1;2346,28986106923
5156754;1;2;2;37;03;05;05;1;2346,28986106923
5156754;1;3;1;5;03;05;05;1;2346,28986106923
5156755;1;1;1;73;03;05;05;1;1688,44951350553
5156755;1;2;2;60;03;05;05;1;1688,44951350553
5156755;1;3;1;26;03;05;05;1;1688,44951350553
5156756;1;1;1;49;03;05;05;1;1823,58515555911
5156756;1;2;2;24;03;05;05;1;1823,58515555911
5156757;1;1;1;34;03;05;05;1;2485,92183971662
5156757;1;2;2;31;03;05;05;1;2485,92183971662
5156757;1;3;1;12;03;05;05;1;2485,92183971662
5156757;1;4;2;10;03;05;05;1;2485,92183971662
5156757;1;5;2;8;03;05;05;1;2485,92183971662
5156758;1;1;2;42;03;05;05;1;2350,82311395731
5156758;1;2;2;10;03;05;05;1;2350,82311395731
5156758;1;3;2;67;03;05;05;1;2350,82311395731
5156759;1;1;1;44;03;05;05;1;2011,42930812175
5156760;1;1;2;67;03;05;05;1;1803,82301369971
5156760;1;2;1;43;03;05;05;1;1803,82301369971
5156761;1;1;2;76;03;05;05;1;2061,58133589833
5156761;1;2;2;50;03;05;05;1;2061,58133589833
5156761;1;3;1;27;03;05;05;1;2061,58133589833
5156761;1;4;2;9;03;05;05;1;2061,58133589833
5156761;1;5;2;57;03;05;05;1;2061,58133589833
5156761;1;6;1;30;03;05;05;1;2061,58133589833
5156762;1;1;2;71;03;05;05;1;1907,80376315544
5156762;1;2;2;37;03;05;05;1;1907,80376315544
5156762;1;3;1;16;03;05;05;1;1907,80376315544
5156763;1;1;1;42;03;05;05;1;1616,84269743758
5156764;1;1;1;40;03;05;05;1;2064,9300894846
5156764;1;2;2;37;03;05;05;1;2064,9300894846
5156764;1;3;1;16;03;05;05;1;2064,9300894846
5156764;1;4;2;9;03;05;05;1;2064,9300894846
5156765;1;1;1;22;03;05;05;1;2326,12399174386
5156765;1;2;2;25;03;05;05;1;2326,12399174386
5156765;1;3;1;1;03;05;05;1;2326,12399174386
5156765;1;4;1;5;03;05;05;1;2326,12399174386
5156766;1;1;1;39;03;05;05;1;2425,06683116135
5156766;1;2;2;32;03;05;05;1;2425,06683116135
5156766;1;3;2;49;03;05;05;1;2425,06683116135
5156767;1;1;1;50;03;05;05;1;1032,08058307885
5156767;1;2;2;43;03;05;05;1;1032,08058307885
5156767;1;3;1;25;03;05;05;1;1032,08058307885
5156767;1;4;2;22;03;05;05;1;1032,08058307885
5156768;1;1;2;53;03;05;05;1;2514,67495926043
5156768;1;2;2;17;03;05;05;1;2514,67495926043
5156769;1;1;2;63;03;05;05;1;2109,50657680093
5156770;1;1;1;67;03;05;05;1;1934,42745425098
5156770;1;2;2;72;03;05;05;1;1934,42745425098
5156770;1;3;2;32;03;05;05;1;1934,42745425098
5156770;1;4;2;12;03;05;05;1;1934,42745425098
5156771;1;1;2;68;03;05;05;1;2280,66306210438
5156771;1;2;2;26;03;05;05;1;2280,66306210438
5156772;1;1;1;27;03;05;05;1;2956,91060638138
5156772;1;2;2;26;03;05;05;1;2956,91060638138
5156772;1;3;2;2;03;05;05;1;2956,91060638138
5156773;1;1;2;47;03;05;05;1;2107,68213370643
5156773;1;2;1;46;03;05;05;1;2107,68213370643
5156773;1;3;2;23;03;05;05;1;2107,68213370643
5156773;1;4;1;21;03;05;05;1;2107,68213370643
5156773;1;5;2;16;03;05;05;1;2107,68213370643
5156774;1;1;1;59;03;05;05;1;2353,18427908587
5156774;1;2;2;45;03;05;05;1;2353,18427908587
5156774;1;3;1;20;03;05;05;1;2353,18427908587
5156775;1;1;1;79;03;05;05;1;2631,71028038284
5156775;1;2;2;74;03;05;05;1;2631,71028038284
5156775;1;3;2;41;03;05;05;1;2631,71028038284
5156775;1;4;1;40;03;05;05;1;2631,71028038284
5156775;1;5;2;11;03;05;05;1;2631,71028038284
5156776;1;1;2;61;03;05;05;1;1920,22406734817
5156776;1;2;1;86;03;05;05;1;1920,22406734817
5156776;1;3;2;62;03;05;05;1;1920,22406734817
5156777;1;1;2;60;03;05;05;1;1485,83557188486
5156777;1;2;1;59;03;05;05;1;1485,83557188486
5156777;1;3;1;27;03;05;05;1;1485,83557188486
5156778;1;1;2;45;03;05;05;1;2247,72930459265
5156778;1;2;2;6;03;05;05;1;2247,72930459265
5156780;1;1;1;49;03;05;05;1;1726,48799808688
5156780;1;2;2;31;03;05;05;1;1726,48799808688
5156781;1;1;1;43;03;05;05;1;3035,93888156366
5156781;1;2;2;38;03;05;05;1;3035,93888156366
5156781;1;3;2;3;03;05;05;1;3035,93888156366
5156781;1;4;1;24;03;05;05;1;3035,93888156366
5156782;1;1;1;60;03;05;05;1;1972,87777322314
5156782;1;2;2;57;03;05;05;1;1972,87777322314
5156782;1;3;1;32;03;05;05;1;1972,87777322314
5156782;1;4;2;31;03;05;05;1;1972,87777322314
5156783;1;1;1;49;03;05;05;1;2208,9102974006
5156783;1;2;2;54;03;05;05;1;2208,9102974006
5156783;1;3;1;26;03;05;05;1;2208,9102974006
5156783;1;4;2;19;03;05;05;1;2208,9102974006
5156783;1;5;1;13;03;05;05;1;2208,9102974006
5156784;1;1;1;72;03;05;05;1;1902,24892588098
5156784;1;2;2;49;03;05;05;1;1902,24892588098
5156784;1;3;2;94;03;05;05;1;1902,24892588098
5156784;1;4;1;73;03;05;05;1;1902,24892588098
5156786;1;1;1;40;03;05;05;1;2799,40264869615
5156786;1;2;2;38;03;05;05;1;2799,40264869615
5156786;1;3;2;22;03;05;05;1;2799,40264869615
5156786;1;4;1;0;03;05;05;1;2799,40264869615
5156786;1;5;1;21;03;05;05;1;2799,40264869615
5156786;1;6;1;19;03;05;05;1;2799,40264869615
5156787;1;1;2;64;03;05;05;1;1996,91112482086
5156787;1;2;2;29;03;05;05;1;1996,91112482086
5156787;1;3;1;3;03;05;05;1;1996,91112482086
5156788;1;1;2;82;03;05;05;1;1623,44071232974
5156788;1;2;1;40;03;05;05;1;1623,44071232974
5156789;1;1;1;27;03;05;05;1;3872,99644711107
5156789;1;2;2;27;03;05;05;1;3872,99644711107
5156789;1;3;1;6;03;05;05;1;3872,99644711107
5156789;1;4;2;5;03;05;05;1;3872,99644711107
5156789;1;5;1;2;03;05;05;1;3872,99644711107
5156791;1;1;1;28;03;05;05;1;2795,99541777415
5156791;1;2;2;29;03;05;05;1;2795,99541777415
5156791;1;3;1;3;03;05;05;1;2795,99541777415
5156796;1;1;2;83;03;05;05;1;2268,60777413912
5156796;1;2;2;77;03;05;05;1;2268,60777413912
5156797;1;1;1;43;03;05;05;1;2304,00835179128
5156797;1;2;2;38;03;05;05;1;2304,00835179128
5156797;1;3;1;18;03;05;05;1;2304,00835179128
5156797;1;4;1;13;03;05;05;1;2304,00835179128
5156798;1;1;2;60;03;05;05;1;1814,19463178036
5156798;1;2;2;35;03;05;05;1;1814,19463178036
5156798;1;3;1;32;03;05;05;1;1814,19463178036
5156798;1;4;2;27;03;05;05;1;1814,19463178036
5156798;1;5;2;17;03;05;05;1;1814,19463178036
5156799;1;1;2;61;03;05;05;1;2461,09100626776
5156800;1;1;1;59;03;05;05;1;2491,07162302909
5156800;1;2;2;64;03;05;05;1;2491,07162302909
5156801;1;1;2;70;03;05;05;1;1827,27675377195
5156801;1;2;1;33;03;05;05;1;1827,27675377195
5156801;1;3;1;29;03;05;05;1;1827,27675377195
5156803;1;1;1;30;03;05;05;1;2821,22552307987
5156804;1;1;2;81;03;05;05;1;2353,71514741235
5156804;1;2;2;55;03;05;05;1;2353,71514741235
5156804;1;3;1;24;03;05;05;1;2353,71514741235
5156805;1;1;1;56;03;05;05;1;2005,55478331182
5156805;1;2;2;52;03;05;05;1;2005,55478331182
5156805;1;3;1;20;03;05;05;1;2005,55478331182
5156806;1;1;2;63;03;05;05;1;2562,58847580399
5156806;1;2;1;37;03;05;05;1;2562,58847580399
5156806;1;3;2;30;03;05;05;1;2562,58847580399
5156807;1;1;2;56;03;05;05;1;2294,54558532959
5156807;1;2;2;22;03;05;05;1;2294,54558532959
5156808;1;1;1;68;03;05;05;1;2673,83172552713
5156808;1;2;2;10;03;05;05;1;2673,83172552713
5156809;1;1;2;55;03;05;05;1;2067,93361099035
5156809;1;2;1;62;03;05;05;1;2067,93361099035
5156809;1;3;2;86;03;05;05;1;2067,93361099035
5156810;1;1;2;51;03;05;05;1;2410,69413484815
5156810;1;2;1;67;03;05;05;1;2410,69413484815
5156811;1;1;1;39;03;05;05;1;2438,16562922915
5156811;1;2;2;35;03;05;05;1;2438,16562922915
5156811;1;3;2;14;03;05;05;1;2438,16562922915
5156811;1;4;1;6;03;05;05;1;2438,16562922915
5156812;1;1;2;57;03;05;05;1;2046,05226927401
5156812;1;2;1;19;03;05;05;1;2046,05226927401
5156814;1;1;1;77;03;05;05;1;1816,40639179204
5156814;1;2;2;69;03;05;05;1;1816,40639179204
5156815;1;1;1;54;03;05;05;1;3017,81984747257
5156815;1;2;2;37;03;05;05;1;3017,81984747257
5156815;1;3;2;15;03;05;05;1;3017,81984747257
5156815;1;4;2;2;03;05;05;1;3017,81984747257
5156816;1;1;2;67;03;05;05;1;1876,7421633386
5156816;1;2;1;39;03;05;05;1;1876,7421633386
5156816;1;3;2;41;03;05;05;1;1876,7421633386
5156816;1;4;2;38;03;05;05;1;1876,7421633386
5156816;1;5;1;30;03;05;05;1;1876,7421633386
5156817;1;1;1;52;03;05;05;1;2231,05917469994
5156817;1;2;2;52;03;05;05;1;2231,05917469994
5156817;1;3;1;18;03;05;05;1;2231,05917469994
5156818;1;1;1;69;03;05;05;1;1971,08041760969
5156820;1;1;1;24;03;05;05;1;2529,27861591923
5156820;1;2;2;46;03;05;05;1;2529,27861591923
5156820;1;3;2;33;03;05;05;1;2529,27861591923
5156820;1;4;1;2;03;05;05;1;2529,27861591923
5156822;1;1;1;54;03;05;05;1;2558,86494783005
5156822;1;2;2;51;03;05;05;1;2558,86494783005
5156822;1;3;2;11;03;05;05;1;2558,86494783005
5156823;1;1;1;44;03;05;05;1;990,557047923242
5156823;1;2;1;77;03;05;05;1;990,557047923242
5156823;1;3;2;67;03;05;05;1;990,557047923242
5156824;1;1;1;66;03;05;05;1;2022,28009239491
5156824;1;2;1;38;03;05;05;1;2022,28009239491
5156825;1;1;1;36;03;05;05;1;3677,64225957288
5156825;1;2;2;35;03;05;05;1;3677,64225957288
5156825;1;3;1;10;03;05;05;1;3677,64225957288
5156825;1;4;2;6;03;05;05;1;3677,64225957288
5156827;1;1;1;57;03;05;05;1;1029,46327570529
5156827;1;2;2;62;03;05;05;1;1029,46327570529
5156827;1;3;1;40;03;05;05;1;1029,46327570529
5156827;1;4;1;23;03;05;05;1;1029,46327570529
5156828;1;1;1;51;03;05;05;1;1991,70232227689
5156828;1;2;2;21;03;05;05;1;1991,70232227689
5156828;1;3;1;19;03;05;05;1;1991,70232227689
5156829;1;1;1;71;03;05;05;1;898,820287626661
5156829;1;2;2;67;03;05;05;1;898,820287626661
5156829;1;3;1;35;03;05;05;1;898,820287626661
5156829;1;4;1;74;03;05;05;1;898,820287626661
5156830;1;1;1;45;03;05;05;1;2558,86494783005
5156830;1;2;2;42;03;05;05;1;2558,86494783005
5156830;1;3;2;5;03;05;05;1;2558,86494783005
5156831;1;1;1;26;03;05;05;1;2729,45594435205
5156831;1;2;2;26;03;05;05;1;2729,45594435205
5156831;1;3;2;7;03;05;05;1;2729,45594435205
5156832;1;1;1;43;03;05;05;1;2011,42930812175
5156833;1;1;1;31;03;05;05;1;2011,42930812175
5156834;1;1;1;88;03;05;05;1;1927,2786305517
5156835;1;1;2;77;03;05;05;1;1933,71436206752
5156836;1;1;1;24;03;05;05;1;2086,61456127209
5156837;1;1;2;76;03;05;05;1;1793,30677898084
5156837;1;2;1;24;03;05;05;1;1793,30677898084
5156837;1;3;2;72;03;05;05;1;1793,30677898084
5156838;1;1;2;75;03;05;05;1;1803,82301369971
5156838;1;2;1;42;03;05;05;1;1803,82301369971
5156839;1;1;1;33;03;05;05;1;2299,29131236004
5156839;1;2;2;40;03;05;05;1;2299,29131236004
5156839;1;3;2;16;03;05;05;1;2299,29131236004
5156839;1;4;2;4;03;05;05;1;2299,29131236004
5156840;1;1;1;57;03;05;05;1;1226,41519060134
5156840;1;2;2;51;03;05;05;1;1226,41519060134
5156840;1;3;1;29;03;05;05;1;1226,41519060134
5156840;1;4;2;27;03;05;05;1;1226,41519060134
5156840;1;5;2;21;03;05;05;1;1226,41519060134
