DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
6,019,515;1;6;1;70;19;1;23;40;908,526;1;;2;26;1;;2;2;1;;2;;;;;;;;;;;1;2;;56;50;50;1;2;11;5630;19;126.3070995
6,019,521;1;3;1;70;19;1;104;48;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;40;;1;2;11;;19;197.14654977
6,019,522;1;3;1;70;19;1;259;45;2,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;12;;1;2;11;;19;184.79504327
6,019,525;1;2;1;70;19;1;5;48;900,000;1;;2;20;1;;9;2;4;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4759;19;194.59839064
6,019,528;1;2;1;70;19;1;104;48;908,000;1;;2;104;1;;7;2;8;;2;;;;;;;;;;;1;2;;47;45;45;1;2;11;4711;19;148.44652092
6,019,554;1;2;1;70;19;1;52;45;2,000,000;1;;2;52;1;;6;2;2;;2;;;;;;;;;;;1;2;;86;11;11;1;2;11;8622;19;232.221269
6,019,563;1;1;1;70;19;1;4;45;908,000;4;;2;4;1;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;11;4111;19;148.44652092
6,019,569;1;1;1;70;19;1;8;45;908,500;1;;2;8;1;;2;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;1;11;4923;19;164.23400603
6,019,574;1;2;1;70;19;1;20;45;2,000,000;1;;2;20;1;;7;2;1;;2;;;;;;;;;;;1;2;;47;11;11;1;2;11;4774;19;81.364064799
6,019,586;1;2;1;70;19;1;3;48;1,000,000;1;;2;15;4;;2;2;4;;2;;;;;;;;;;;1;2;;69;12;12;1;1;11;6910;19;155.22591423
6,019,589;1;2;1;70;19;1;4;40;1,200,000;1;;2;4;1;;4;2;1;;2;;;;;;;;;;;1;1;1500000;82;32;21;1;1;11;8230;19;154.6030012
6,019,590;1;2;1;70;19;1;74;48;908,526;1;;2;74;4;;9;2;2;;2;;;;;;;;;;;1;2;;86;59;59;1;2;11;8621;19;126.7443485
6,019,593;1;1;1;70;19;1;48;40;250,000;1;;2;48;4;;1;2;8;;2;;;;;;;;;;;1;2;;74;02;02;1;2;11;7490;19;175.92017229
6,019,593;1;2;1;70;19;1;24;40;2,500,000;1;;2;24;4;;9;2;8;;2;;;;;;;;;;;1;2;;84;19;19;1;2;11;8412;19;175.92017229
6,019,615;1;3;1;70;19;1;40;40;908,526;4;;2;40;1;;3;2;1;;2;;;;;;;;;;;1;2;;45;84;84;1;2;11;4542;19;203.77882499
6,019,621;1;2;1;70;19;1;104;40;908,300;1;;2;40;4;;2;2;2;;2;;;;;;;;;1;;;2;;47;59;45;1;2;11;4741;19;213.40982982
6,019,663;1;1;1;70;41;1;60;40;1,500,000;1;;2;60;1;;9;2;4;;2;;;;;;;;;;;1;2;;06;02;02;1;2;11;0610;41;178.29481413
6,019,668;1;2;1;70;41;1;60;48;1,200,000;1;;2;62;1;;4;2;4;;2;;;;;;;;;;;1;2;;47;03;03;1;2;11;4741;41;201.03179353
6,019,674;1;3;1;70;41;1;48;48;2,000,000;2;;2;104;2;;9;2;1;;2;;;;;;;;;;;1;2;;84;12;31;1;2;11;8412;41;192.48579722
6,019,693;1;2;1;70;41;1;8;48;908,500;1;;2;8;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;33;33;1;1;11;8610;41;209.59634125
6,019,707;1;2;1;70;41;1;60;40;1,200,000;1;;2;60;1;;9;2;1;;2;;;;;;;;;;;1;2;;91;32;30;1;2;11;9101;41;150.69712359
6,019,733;1;2;1;70;41;1;3;45;1,000,000;1;;2;45;1;;2;2;8;;2;;;;;;1;;;;;;2;;56;97;97;1;1;11;5611;41;193.22149755
6,019,748;1;1;1;70;41;1;8;48;1,300,000;1;;2;8;1;;3;2;7;;2;;;;;;;;;;;1;2;;45;37;97;1;1;11;4520;41;215.20776467
6,019,782;1;1;1;70;41;1;5;45;900,000;4;;2;6;4;;1;2;3;;2;;;;;;;;;;;1;2;;81;55;55;1;1;11;8121;41;183.94903239
6,019,786;1;1;1;70;41;1;6;45;1,200,000;1;;2;8;1;;2;2;3;;2;;;;;;;;;;;1;2;;96;57;57;1;1;11;9602;41;252.02533768
6,019,786;1;2;1;70;41;1;6;45;1,000,000;1;;2;6;1;;4;2;3;;2;;;;;;1;;;;;;2;;56;53;53;1;1;11;5611;41;252.02533768
6,019,790;1;1;1;70;44;1;10;50;500,000;1;;2;10;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;53;53;1;1;11;8511;44;166.52153002
6,019,791;1;1;1;70;44;1;8;48;908,526;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;53;45;1;1;11;4771;44;85.937891814
6,019,792;1;1;1;70;44;1;16;48;700,000;4;;2;16;4;;2;2;1;;2;;;;;;;;;;;1;2;;01;95;62;1;2;11;0111;44;169.10942834
6,019,794;1;1;1;70;44;1;8;50;700,000;1;;2;63;4;;9;2;1;;2;;;;;;;;;;;1;2;;01;53;62;1;1;11;0123;44;87.240988084
6,019,797;1;2;1;70;44;1;4;48;780,000;1;;2;48;4;;2;2;1;;2;;;;;;;;;;;1;2;;56;45;53;1;1;11;5619;44;87.577445815
6,019,802;1;2;1;70;44;1;6;45;908,000;4;;2;7;4;;3;2;1;;2;;;;;;;;;;;1;1;900000;42;95;95;1;1;11;4210;44;127.48287028
6,019,818;1;2;1;70;44;1;52;48;1,500,000;2;;2;156;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;12;12;1;2;11;8424;44;98.049256933
6,019,827;1;2;1;70;44;1;2;48;500,000;4;;2;2;4;;2;2;1;;2;;;;;;;;;;;1;1;250000;41;95;95;1;1;11;4111;44;137.02648179
6,019,830;1;1;1;70;44;1;8;40;908,526;4;;2;8;4;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;11;4111;44;136.35725675
6,019,831;1;2;1;70;44;1;104;48;908,526;1;;2;20;4;;2;2;1;;2;;;;;;;;;;;1;2;;41;58;95;1;2;11;4111;44;117.79779891
6,019,832;1;3;1;70;44;1;52;48;1,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;15;;1;2;11;;44;118.37901369
6,019,836;1;2;1;70;44;1;8;48;550,000;4;;2;4;4;;2;2;1;;2;;;;;;;;;;;1;2;;42;45;95;1;1;11;4210;44;111.19013996
6,019,837;1;2;1;70;44;1;20;40;800,000;3;;2;12;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;11;9700;44;82.529363098
6,019,842;1;3;1;70;44;1;2;48;908,526;1;;2;208;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;59;54;1;1;11;9700;44;241.93382403
6,019,846;1;1;1;70;44;1;52;48;1,000,000;1;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;25;11;33;1;2;11;2511;44;66.539138566
6,019,850;1;1;1;70;44;1;12;48;1,500,000;1;;2;32;5;;4;2;1;;2;;;;;;;;;;;1;2;;43;03;03;1;1;11;4321;44;274.05296358
6,019,852;1;1;1;70;44;1;96;48;1,500,000;1;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;95;08;08;1;2;11;9511;44;241.93382403
6,019,860;1;1;1;70;44;1;12;40;500,000;3;;2;24;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;11;9700;44;244.97634879
6,019,873;1;2;1;70;44;1;12;50;300,000;4;;2;13;4;;1;2;2;;2;;;;;;;;;;;1;1;150000;52;18;97;1;1;11;5224;44;124.49365597
6,019,877;1;1;1;70;44;1;7;45;450,000;4;;2;123;4;;2;2;2;;2;;;;;;;;;;;1;2;;14;45;79;1;1;11;1410;44;120.96691201
6,019,881;1;1;1;70;44;1;8;48;980,900;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;74;03;03;1;1;11;7490;44;188.71873802
6,019,881;1;2;1;70;44;1;3;48;700,000;4;;2;8;4;;4;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;11;4111;44;188.71873802
6,019,882;1;5;1;70;44;1;3;48;550,000;4;;2;5;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;1;11;4921;44;66.539138566
6,019,886;1;2;1;70;44;1;4;48;600,000;4;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;45;33;1;1;11;4771;44;79.563144731
6,019,891;1;2;1;70;44;1;4;48;908,526;1;;2;104;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4771;44;120.63045428
6,019,892;1;2;1;70;44;1;6;48;1,400,000;1;;2;6;2;;9;2;1;;2;;;;;;;;;;;1;2;;84;19;19;1;1;11;8412;44;120.63045428
6,019,897;1;3;1;70;44;1;40;40;2,000,000;1;;2;24;4;;6;2;1;;2;;;;;;;;;;;1;2;;86;06;06;1;2;11;8621;44;66.539138566
6,019,904;1;1;1;70;44;1;24;40;1,200,000;1;;2;24;4;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;11;4771;44;155.99593221
6,019,911;1;3;1;70;44;1;48;48;950,000;4;;2;48;5;;2;2;1;;2;;;;;;;;;;;1;2;;47;41;41;1;2;11;4723;44;105.73594429
6,019,912;1;1;1;70;44;1;2;48;908,526;1;;2;104;1;;9;2;1;;3;;;;;;;;;;;1;2;;05;03;03;1;1;11;0510;44;97.852031498
6,019,914;1;1;1;70;44;1;16;48;1,000,000;1;;2;16;1;;9;2;1;;2;;;;;;;;;1;;;2;;73;45;39;1;2;11;7320;44;165.84861456
6,019,915;1;1;1;70;44;1;36;40;908,526;1;;2;36;1;;9;2;2;;2;;;;;;;;;;;1;2;;86;39;39;1;2;11;8610;44;127.88076289
6,019,916;1;1;1;70;44;1;5;48;98;4;;2;5;4;;1;2;1;;2;;;;;;;;;;;1;2;;45;45;45;1;1;11;4512;44;139.5942354
6,019,920;1;2;1;70;44;1;52;48;2,000,000;1;;2;52;4;;7;2;1;;1;1;;;1;;;;;;;;2;;86;06;06;1;2;11;8610;44;98.722172394
6,019,922;1;1;1;70;44;1;10;45;908,000;4;;2;6;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;45;53;1;1;11;5611;44;91.533298667
6,019,975;1;2;1;70;47;1;12;48;3,000,000;1;;2;24;1;;7;2;2;;2;;;;;;;;;1;;;2;;55;50;50;1;1;11;5511;47;115.56736431
6,019,983;1;2;1;70;47;1;4;48;908,526;4;;2;52;4;;1;2;2;;2;;;;;;;;;;;1;2;;82;34;34;1;1;11;8219;47;281.67939344
6,019,987;1;3;1;70;47;1;4;48;908,000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;1;1000000;47;59;58;1;1;11;4711;47;115.56736431
6,019,992;1;2;1;70;47;1;52;48;1,200,000;1;;2;76;1;;5;2;1;;2;;;;;;;;;1;;;2;;85;13;13;1;2;11;8530;47;176.47618773
6,019,993;1;3;1;70;47;1;84;48;700,000;1;;2;96;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;11;4771;47;115.56736431
6,019,997;1;2;1;70;47;1;24;48;908,526;1;;2;52;1;;4;2;1;;2;;;;;;;;;;;1;2;;56;33;33;1;2;11;5613;47;133.14553357
6,020,015;1;5;1;70;47;1;8;40;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;1;11;;47;462.26945723
6,020,039;1;4;1;70;47;1;52;48;950,000;1;;2;104;4;;9;2;1;;2;;;;;;;;;;;1;2;;65;33;03;1;2;11;6511;47;239.87774097
6,020,041;1;3;1;70;47;1;4;48;98;4;;2;4;3;;1;2;1;;2;;;;;;;;;;;1;1;400000;97;45;53;1;1;11;9700;47;115.56736431
6,020,049;1;3;1;70;47;1;84;48;1,200,000;1;;2;84;1;;9;2;1;;2;;;;;;;;;;;1;2;;01;02;02;1;2;11;0122;47;115.56736431
6,020,049;1;4;1;70;47;1;104;48;908,526;1;;2;104;1;;9;2;2;;2;;;;;;;;;;;1;2;;92;34;34;1;2;11;9200;47;115.56736431
6,020,055;1;2;1;70;47;1;6;48;600,000;3;;2;6;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;11;9700;47;115.56736431
6,020,055;1;4;1;70;47;1;100;48;908,500;1;;2;240;1;;9;2;1;;2;;;;;;;;;;;1;2;;55;03;03;1;2;11;5511;47;115.56736431
6,020,055;1;5;1;70;47;1;28;48;908,500;1;;2;28;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;33;45;1;2;11;4711;47;115.56736431
6,020,056;1;2;1;70;47;1;208;48;908,500;1;;2;156;1;;9;2;1;;2;;;;;;;;;1;;;2;;61;45;44;1;2;11;6120;47;341.10023698
6,020,056;1;7;1;70;47;1;259;48;908,500;1;;2;259;4;;1;2;2;;2;;;;;;;;;1;;;2;;92;45;45;1;2;11;9200;47;341.10023698
6,020,057;1;3;1;70;47;1;250;36;908,526;1;;2;259;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;33;33;1;2;11;8610;47;115.56736431
6,020,057;1;4;1;70;47;1;104;48;908,526;1;;2;104;4;;1;2;1;;2;;;;;;;;;;;1;2;;95;55;03;1;2;11;9522;47;115.56736431
6,020,068;1;2;1;70;47;1;104;48;908,516;1;;2;156;4;;1;2;1;;2;;;;;;;;;;;1;2;;92;45;45;1;2;11;9200;47;200.1628748
6,020,069;1;1;1;70;47;1;104;72;908,500;4;;2;104;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;11;4921;47;244.32611741
6,020,071;1;2;1;70;47;1;54;48;900,000;4;;2;40;1;;3;2;7;;2;;;;;;;;;;;1;2;;56;53;53;1;2;11;5630;47;462.26945723
6,020,074;1;1;1;70;47;1;144;48;500,000;1;;2;480;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;59;45;1;2;11;4792;47;115.56736431
6,020,082;1;3;1;70;47;1;48;48;1,600,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;19;;1;2;11;;47;271.57261155
6,020,085;1;2;1;70;47;1;76;48;700,000;1;;2;16;4;;1;2;7;;2;;;;;;;;;;;1;2;;56;53;53;1;2;11;5611;47;115.56736431
6,020,090;1;2;1;70;47;1;96;48;908,500;1;;2;96;4;;1;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;2;11;8692;47;462.26945723
6,020,094;1;2;1;70;47;1;17;48;900,000;1;;2;3;4;;4;2;3;;2;;;;;;;;;;;1;1;120000;85;18;18;1;2;11;8530;47;115.56736431
6,020,098;1;1;1;70;47;1;24;48;908,516;1;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;55;36;1;2;11;4921;47;462.26945723
6,020,117;1;3;1;70;47;1;24;48;2,000,000;1;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;21;45;1;2;11;4772;47;115.56736431
6,020,117;1;5;1;70;47;1;32;48;2,500,000;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;11;77;1;2;11;5619;47;115.56736431
6,020,119;1;2;1;70;47;1;156;48;908,500;1;;2;240;1;;5;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;11;8530;47;115.56736431
6,020,126;1;1;1;70;47;1;4;48;908,516;1;;2;12;4;;9;2;1;;2;;;;;;;;;;;1;2;;73;39;39;1;1;11;7320;47;379.47342895
6,020,126;1;4;1;70;47;1;3;48;908,516;1;;2;12;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4771;47;379.47342895
6,020,127;1;1;1;70;47;1;71;48;908,526;1;;2;71;4;;2;2;1;;2;;;;;;;;;;;1;2;;56;59;45;1;2;11;5619;47;115.56736431
6,020,127;1;2;1;70;47;1;104;42;908,526;1;;2;104;1;;3;2;1;;2;;;;;;;;;;;1;2;;82;53;53;1;2;11;8230;47;115.56736431
6,020,134;1;2;1;70;47;1;25;48;1,500,000;1;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;2;;43;03;85;1;2;11;4321;47;115.56736431
6,020,138;1;1;1;70;47;1;208;48;908,500;1;;2;208;1;;9;2;1;;2;;;;;;;;;1;;;2;;86;59;59;1;2;11;8610;47;139.74500322
6,020,139;1;5;1;70;47;1;24;40;908,526;1;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;70;59;39;1;2;11;7020;47;115.56736431
6,020,144;1;1;1;70;47;1;44;48;600,000;3;;2;36;3;;1;2;1;;2;;;;;;;;;1;;;2;;97;54;54;1;2;11;9700;47;307.92283019
6,020,150;1;1;1;70;47;1;52;48;1,200,000;1;;2;1;4;;1;2;1;;2;;;;;;;;;;;1;1;500000;47;59;45;1;2;11;4771;47;159.38897032
6,020,153;1;2;1;70;50;1;4;48;2,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;19;;1;1;11;;50;276.98277011
6,020,180;1;1;1;70;50;1;78;48;1,000,000;1;;2;104;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;43;1;2;11;4759;50;427.64967012
6,020,187;1;2;1;70;50;1;8;48;1,200,000;1;;2;8;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4773;50;222.86549257
6,020,189;1;3;1;70;50;1;52;48;1,200,000;1;;2;52;1;;5;2;1;;2;;;;;;;;;;;1;2;;55;33;39;1;2;11;5511;50;289.99702696
6,020,201;1;3;1;70;50;1;8;48;1,200,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;58;;1;1;11;;50;305.02559867
6,020,201;1;5;1;70;50;1;20;48;1,200,000;1;;2;25;1;;6;2;1;;2;;;;;;;;;;;1;2;;80;33;58;1;2;11;8010;50;305.02559867
6,020,205;1;1;1;70;50;1;24;48;930,000;1;;2;24;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;34;34;1;2;11;8621;50;225.60721156
6,020,207;1;3;1;70;50;1;36;48;900,000;1;;2;36;8;;1;2;4;;2;;;;;;;;;;;1;2;;01;62;62;1;2;11;0123;50;205.9662515
6,020,207;1;4;1;70;50;1;4;48;1,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;11;;50;205.9662515
6,020,209;1;1;1;70;50;1;16;48;1,200,000;1;;2;16;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;2;11;4752;50;240.91635362
6,020,209;1;2;1;70;50;1;4;48;900,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;34;;1;1;11;;50;240.91635362
6,020,218;1;2;1;70;50;1;8;48;1,000,000;1;;2;8;1;;2;2;1;;2;;;;;;;;;;;1;2;;43;85;85;1;1;11;4321;50;289.66817745
6,020,237;1;2;1;70;52;1;8;30;350,000;1;;2;16;1;;3;2;8;;2;;;;;;;;;;;1;2;;56;53;53;1;1;11;5611;52;285.31585423
6,020,253;1;1;1;70;52;1;48;48;600,000;1;;2;20;1;;9;2;3;;2;;;;;;;;;;;1;2;;86;55;55;1;2;11;8610;52;201.95718854
6,020,254;1;3;1;70;52;1;16;48;900,000;1;;2;20;4;;1;2;1;;2;;;;;;;;;;;1;1;70000;49;45;98;1;2;11;4921;52;219.78001546
6,020,260;1;4;1;70;52;1;4;48;600,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;11;;52;238.93582892
6,020,272;1;4;1;70;52;1;24;48;908,526;1;;2;24;4;;1;2;3;;2;;;;;;;;;;;1;2;;81;45;55;1;2;11;8121;52;184.6652432
6,020,296;1;2;1;70;52;1;17;48;908,526;3;;2;17;4;;1;2;8;;2;;;;;;;;;;;1;2;;47;54;45;1;2;11;4722;52;235.14687251
6,020,296;1;3;1;70;52;1;20;20;450,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;11;;52;235.14687251
6,020,298;1;4;1;70;52;1;10;20;500,000;3;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;54;53;1;1;11;5611;52;301.44181847
6,020,307;1;2;1;70;52;1;12;48;600,000;1;;2;20;1;;5;2;1;;2;;;;;;;;;;;1;2;;31;81;81;1;1;11;3110;52;176.99993364
6,020,314;1;3;1;70;52;1;16;40;1,500,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;32;;1;2;11;;52;196.74965023
6,020,316;1;5;1;70;52;1;156;48;908,526;1;;2;156;5;;3;2;8;;2;;;;;;;;;;;1;2;;56;45;51;1;2;11;5611;52;167.12533307
6,020,316;1;7;1;70;52;1;104;40;12,000,000;2;;2;26;1;;4;2;4;;2;;;;;;;;;;;1;2;;47;13;39;1;2;11;4773;52;167.12533307
6,020,338;1;2;1;70;52;1;4;40;700,000;4;;2;8;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;55;77;1;1;11;4723;52;261.97450266
6,020,338;1;4;1;70;52;1;4;48;908,526;1;;2;24;1;;4;2;1;;2;;;;;;;;;;;1;2;;41;62;95;1;1;11;4111;52;261.97450266
6,020,351;1;2;1;70;52;1;16;48;1,100,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;11;;52;201.95718854
6,020,354;1;3;1;70;52;1;2;30;300,000;1;;2;16;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4773;52;232.40489853
6,020,356;1;3;1;70;52;1;4;40;1,100,000;1;;2;104;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;34;45;1;1;11;4771;52;197.79663266
6,020,358;1;1;1;70;52;1;156;48;800,000;1;;2;260;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;55;54;1;2;11;9700;52;301.94832486
6,020,364;1;1;1;70;52;1;12;48;900,000;3;;2;52;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;11;9700;52;142.44577377
6,020,364;1;4;1;70;52;1;12;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;11;;52;142.44577377
6,020,371;1;3;1;70;52;1;3;25;1,100,000;1;;2;8;1;;6;2;2;;2;;;;;;;;;;;1;1;300000;93;77;18;1;1;11;9319;52;219.78001546
6,020,374;1;2;1;70;52;1;104;40;1,500,000;4;;2;52;4;;9;2;8;;2;;;;;;;;;;;1;2;;84;12;34;1;2;11;8415;52;329.65406087
6,020,385;1;1;1;70;54;1;99;48;908,526;3;;2;99;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;11;9700;54;505.50246023
6,020,394;1;1;1;70;54;1;12;48;1,014,980;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;39;39;1;1;11;8530;54;411.19494359
6,020,398;1;1;1;70;54;1;24;48;900,000;4;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;11;4731;54;483.94985307
6,020,401;1;2;1;70;54;1;8;48;1,500,000;1;;2;10;4;;9;2;1;;2;;;;;;;;;;;1;2;;94;19;19;1;1;11;9499;54;414.9137399
6,020,417;1;2;1;70;54;1;8;48;300,000;4;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;54;77;1;1;11;5619;54;428.28208939
6,020,419;1;3;1;70;54;1;13;48;908,526;1;;2;13;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;45;39;1;1;11;8413;54;355.2206214
6,020,420;1;4;1;70;54;1;3;48;1,014,980;1;;2;3;1;;6;2;1;;2;;;;;;;;;;;1;2;;10;02;77;1;1;11;1081;54;304.30732969
6,020,420;1;5;1;70;54;1;6;24;800,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;11;;54;304.30732969
6,020,422;1;1;1;70;54;1;20;48;908,000;1;;2;20;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;33;55;1;2;11;8121;54;340.23567862
6,020,429;1;3;1;70;54;1;52;48;908,526;4;;2;74;4;;1;2;7;;2;;;;;;;;;;;1;2;;45;84;84;1;2;11;4520;54;530.77386371
6,020,429;1;4;1;70;54;1;16;48;908,526;1;;2;13;1;;6;2;1;;2;;;;;;;;;;;1;2;;25;39;39;1;2;11;2511;54;530.77386371
6,020,443;1;2;1;70;54;1;52;48;900,000;2;;2;200;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;39;39;1;2;11;8412;54;436.46634707
6,020,449;1;1;1;70;54;1;3;24;1,014,980;3;;2;6;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;54;55;1;1;11;8121;54;449.81911455
6,020,449;1;4;1;70;54;1;5;48;1,014,980;1;;2;25;4;;1;2;1;;2;;;;;;;;;;;1;2;;10;45;45;1;1;11;1081;54;449.81911455
6,020,450;1;2;1;70;54;1;8;48;500,000;1;;2;24;4;;1;2;7;;2;;;;;;;;;;;1;2;;14;53;79;1;1;11;1410;54;436.46634707
6,020,477;1;2;1;70;54;1;24;48;908,000;1;;2;40;1;;6;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;11;8530;54;464.82570158
6,020,488;1;1;1;70;54;1;2;48;900,000;4;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;11;4111;54;443.9597935
6,020,492;1;1;1;70;54;1;52;48;908,526;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;44;45;1;2;11;4791;54;464.82570158
6,020,496;1;2;1;70;54;1;4;54;900,000;4;;2;8;4;;1;2;7;;2;;;;;;;;;;;1;2;;15;79;80;1;1;11;1522;54;564.04401751
6,020,499;1;3;1;70;54;1;2;48;1,014,980;4;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;45;97;99;1;1;11;4520;54;435.31478584
6,020,512;1;1;1;70;63;1;4;48;908,526;1;;2;4;1;;6;2;1;;2;;;;;;;;;;;1;1;908526;10;77;77;1;1;11;1011;63;164.98879817
6,020,514;1;2;1;70;63;1;20;48;3,500,000;1;;2;20;4;;1;2;4;;2;;;;;;;;;;;1;2;;65;13;44;1;2;11;6511;63;153.32005103
6,020,522;1;1;1;70;63;1;10;48;2,000,000;1;;2;10;1;;9;2;1;;2;;;;;;;;;;;1;2;;10;21;02;1;1;11;1089;63;146.7107683
6,020,530;1;4;1;70;63;1;8;48;910,000;4;;2;8;4;;1;2;2;;2;;;;;;;;;;;1;2;;41;95;95;1;1;11;4111;63;142.2669793
6,020,542;1;1;1;70;63;1;4;48;908,000;4;;2;5;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;11;4111;63;176.02775474
6,020,546;1;3;1;70;63;1;8;24;600,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;32;;1;1;11;;63;188.49158222
6,020,548;1;1;1;70;63;1;4;48;600,000;8;;2;3;8;;4;2;8;;2;;;;;;;;;;;1;1;450000;01;62;62;1;1;11;0121;63;152.5249707
6,020,583;1;1;1;70;68;1;24;48;1,000,000;1;;2;150;1;;4;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;11;8530;68;418.15166496
6,020,583;1;2;1;70;68;1;28;48;1,000,000;1;;2;8;1;;8;2;1;;2;;;;;;1;;;;;;2;;82;03;33;1;2;11;8230;68;418.15166496
6,020,587;1;2;1;70;68;1;40;48;1,200,000;1;;2;5;1;;4;2;1;;2;;;;;;;;;;;1;2;;74;02;02;1;2;11;7490;68;666.23072394
6,020,616;1;1;1;70;70;1;45;40;2,000,000;4;;2;41;4;;9;2;4;;1;2;;;1;;;;;1;;;2;;84;39;39;1;2;11;8412;70;96.346157542
